S.No.,State Code,State Name,District Code,District Name,Area (km2)[5],Population (2011)[5],Population density (per km2),Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Television,Households_with_Telephone_Mobile_Phone,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households
64,18,Assam,612,Chirang,1170,482162,412,244860,237302,259902,145869,114033,193894,128762,65132,139027,54867,288268,22502,129018,11613,140631,64999,92943,84682,37792,17702,6594,305630,172939,478569,301518,122244,58282,65675,1814,16559,43203,14176,27951,41035,42206,1215,2572,4739,24143,51384,308,2988,8255,2404,6847,9251,14332,54620,20890,19398,28026,5362,71993,11734,1841,2253,329,83,11279
65,18,Assam,283,Darrang,1585,928500,586,475273,453227,487039,268666,218373,324843,246864,77979,241456,83387,603657,45444,268517,20189,288706,119027,163277,161153,59039,47398,22267,575240,375556,950796,583436,226525,118102,109858,3533,30616,72141,46789,95080,9761,162815,216,3593,4532,43447,110458,1467,4865,7467,5759,13648,19407,28435,106839,42950,35454,50693,11113,144343,18049,2852,3432,470,110,22228
66,18,Assam,284,Dhemaji,3237,686133,212,351249,334884,423028,237761,185267,316800,186577,130223,201364,115436,369333,28195,211758,16504,228262,79107,138838,136371,80804,55399,28006,521393,194984,716377,434221,169630,82051,83663,3504,25776,57166,37742,57995,9430,102172,409,7501,2753,38063,71165,3574,2965,36334,2272,6031,8303,14583,69390,27022,27785,41922,9944,93934,20387,3840,4715,710,165,10523
67,18,Assam,285,Dhubri,1608,1394144,867,997848,951410,922341,511551,410790,669819,524898,144921,504998,164821,1279439,72232,460602,60417,521019,253638,299724,250242,100387,65082,34401,1007337,992068,1999405,1286592,439375,221745,139403,3672,44414,139069,87966,179665,21276,349907,2392,9235,20943,81196,270415,1485,7876,34613,18270,44048,62318,67723,226003,84144,74136,106940,19428,324883,28748,4773,5814,843,198,55244
68,18,Assam,286,Dibrugarh,3381,1326335,392,676434,649901,884531,491361,393170,560557,368013,192544,391597,168960,765778,136685,299852,77163,377015,143189,243607,301287,139813,89500,59380,983760,340744,1324504,767147,371864,186774,172503,21112,121737,139869,177759,214721,8469,227877,264,1931,2950,69884,184468,665,29708,65235,7689,20405,28094,40321,161208,65072,55815,70958,12681,196644,36264,6273,7610,1086,251,32423
69,18,Assam,299,Dima Hasao,4890,214102,44,110802,103300,140873,78559,62314,85028,56323,28705,68297,16731,129074,19389,37610,21309,58919,20780,43811,53736,27839,10859,5565,163188,57631,220819,135463,53699,24830,2636,1326,14210,18890,15921,29780,11120,148,5984,9462,1257,15300,7654,1367,10812,65,2325,3219,5544,5781,21582,8187,7614,12856,2906,31634,3610,480,566,73,13,7078
70,18,Assam,287,Goalpara,1824,1008183,553,513292,494891,563577,304302,259275,362573,267118,95455,266376,96197,645610,78641,228610,39504,268114,124700,213510,183904,73683,39885,18294,657440,375071,1032511,650509,239831,117427,113964,4112,42628,93630,60181,129311,53175,126514,2042,3609,6063,44095,115683,138,4201,9092,5075,13846,18921,28639,108374,42030,37705,56821,13429,149008,22705,3711,4475,636,128,21357
71,18,Assam,288,Golaghat,3502,1066888,305,543161,523727,721764,396475,325289,479928,309104,170824,331210,148718,586960,82345,292893,34190,327083,117393,223902,261192,111145,66197,36887,820800,258897,1079697,629153,289085,148244,157029,9295,70930,103909,123520,153723,12162,165581,485,3442,1468,64252,103715,8486,31806,43628,6011,16114,22125,36345,137370,55653,45372,55869,9489,166711,26763,4233,5039,649,157,26340
72,18,Assam,289,Hailakandi,1327,659296,497,337890,321406,407366,226836,180530,214240,170792,43448,165193,49047,445056,44143,159215,16202,175417,88596,177984,139029,50056,28504,11608,500042,173306,673348,419921,156243,82841,27808,2583,19998,55345,49075,119292,24726,9661,9712,15503,2199,75014,15369,55524,24859,5379,8648,16921,25569,22356,73531,26771,24404,38038,6429,105304,7814,867,1050,149,34,29399
73,18,Assam,709,Hojai,1686,931218,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,18,Assam,290,Jorhat,2851,924952,324,556805,535451,794929,432335,362594,498618,320746,177872,338635,159983,593638,122063,286330,80824,367154,99454,201680,295444,128050,97025,62608,892694,209170,1101864,604908,315550,171062,164118,16081,92598,128081,145819,155435,15163,107878,325,6943,1185,81844,104722,34072,65585,36039,7211,18085,25296,38630,144578,59963,45985,53066,10178,169163,29535,5070,6060,805,185,28360
75,18,Assam,291,Kamrup,3105,1517542,489,778461,739081,995319,550219,445100,628954,428492,200462,421244,207710,888588,122191,390596,43849,434445,163849,290097,353861,154831,118849,55011,1142942,392678,1535620,895775,408232,212740,199425,10052,90941,164899,124575,180800,36031,242635,4528,2846,4254,61695,197830,412,11130,5577,6457,17754,24211,40617,184261,75358,68286,79952,16918,220941,39125,7179,8897,1367,351,36379
76,18,Assam,618,Kamrup Metro,"1,527.84","1,253,938",820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,18,Assam,292,Karbi Anglong,7366,660955,90,490167,466146,557214,314253,242961,383441,246193,137248,260482,122959,572872,53918,215691,37185,252876,109324,212224,199289,93137,40602,18225,676227,310093,986320,618633,233739,103123,97148,3934,56689,78269,51860,96932,66089,55973,15916,11180,3570,59185,62343,3965,12163,14978,4739,10667,15406,21086,87093,32646,33361,59266,15226,128097,22284,3645,4457,677,135,22153
78,18,Assam,293,Karimganj,"1,809","1,228,686",680,625864,602822,795297,435942,359355,399171,319798,79373,293392,105779,829515,70951,261945,32695,294640,198059,333885,257931,76685,39637,21408,935508,303785,1239293,779850,284368,163990,38218,3757,38570,105749,98861,210254,54614,38965,4523,23667,3956,120544,44183,84284,31884,17639,12064,25453,37517,35171,119294,43298,40825,72351,18085,183724,17384,2812,3552,599,141,42587
79,18,Assam,294,Kokrajhar,3169,887142,280,452905,434237,489305,275220,214085,341131,236322,104809,253110,88021,546011,41373,204896,17115,222011,116899,166013,154715,78788,39571,17287,576006,340601,916607,552671,224715,108956,115712,2996,32320,75903,28132,52532,63325,96490,1406,3748,6998,42957,103512,379,5098,23313,4612,13066,17678,26736,102861,40099,36026,50540,8992,135308,20774,3022,3688,545,121,20301
80,18,Assam,295,Lakhimpur,2277,1042137,458,529674,512463,683486,375552,307934,429995,282250,147745,283533,146462,612142,60296,293239,34694,327933,126950,212080,217497,107326,82885,44212,795681,275677,1071358,639385,268872,133615,133214,6904,45689,92394,73904,117971,74157,100592,506,8173,2082,51962,115599,3820,10937,23337,4451,11429,15880,26384,113696,46006,41306,59383,14313,149287,28914,5293,6388,895,200,18683
81,18,Assam,706,Majuli,880,167304,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,18,Assam,296,Marigaon,"1,704","957,423",560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,18,Assam,297,Nagaon,3973,2823768,711,1439112,1384656,1710716,921850,788866,979998,766728,213270,734993,245005,1843770,195631,674999,124186,799185,392616,638088,576214,199792,115864,66994,1999919,873197,2873116,1778277,678034,366112,333149,13979,127523,271238,250174,422431,58447,436923,2584,8543,11839,111783,362290,4760,33210,35623,14457,43763,58220,81779,302531,116769,103983,160725,39381,425164,57931,10355,12945,2027,563,64817
84,18,Assam,298,Nalbari,2257,771639,342,396006,375633,531771,293184,238587,267623,210202,57421,196773,70850,504016,68313,210706,28238,238944,75866,141690,192771,81507,71734,39368,606629,188960,795589,442061,211320,117809,107774,4785,45938,86710,80855,103600,2272,144604,7,1134,1939,29026,109448,224,4373,1234,3526,8612,12138,19755,91709,37258,34696,42345,9160,113423,19380,4112,5168,839,217,17381
85,18,Assam,300,Sivasagar,2668,679632,255,589216,561834,813505,444767,368738,485717,325071,160646,318950,166767,665333,123430,360182,45047,405229,115378,208891,280517,158118,96939,53437,918834,247114,1165948,648056,330947,171710,161789,18234,97792,137392,159205,183253,13465,152235,437,6796,1956,87012,122653,21332,49397,47404,7747,19346,27093,40389,150732,61257,49086,58628,10530,176996,31006,5242,6210,808,160,32771
86,18,Assam,301,Sonitpur,3176,1924110,606,983904,940206,1108572,620525,488047,770606,537195,233411,558325,212281,1153504,133368,483325,64528,547853,216097,416218,377653,141373,90385,49901,1298039,627141,1925180,1159991,501239,261648,275119,11760,106909,163277,177951,228882,186802,135176,2739,15114,5298,104501,207718,1749,33448,16215,10246,27709,37955,57488,219954,86521,75945,108021,20969,284779,47266,7273,8779,1238,268,46075
87,18,Assam,707,South Salmara Mancachar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,18,Assam,756,Tamulpur,884,389150,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,18,Assam,302,Tinsukia,3790,1327929,350,680231,647698,798322,453449,344873,557196,366623,190573,410188,147008,770733,161718,290704,90910,381614,150893,266717,276292,109805,61040,38152,910252,417081,1327333,799874,352158,175377,168890,13323,111738,124737,167479,217556,12270,222501,728,2163,2548,69408,177588,1025,25386,57599,9188,20339,29527,36547,147468,57086,53835,76134,15254,189279,35088,6248,7686,1151,287,36330
90,18,Assam,617,Udalguri,1852,831688,449,421617,410051,469926,264326,205600,345030,230690,114340,253178,91852,486638,53507,267790,13835,281625,101146,155720,162369,63394,34334,14001,532576,306833,839409,499214,221518,109962,124472,2867,44972,77068,34290,73729,41088,91127,2619,8825,3659,42811,88378,2317,16301,5226,3900,11411,15311,23242,97005,38101,35662,46769,8962,123501,19828,3069,3656,486,101,21062
91,18,Assam,710,West Karbi Anglong[1],3035,295358,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,10,Bihar,188,Araria,2829,2811569,751,1463333,1348236,1195768,727643,468125,1069893,708391,361502,696410,373483,1741676,43290,659061,44213,703274,625357,426625,206161,112955,68177,39627,1485840,1653766,3139606,1872943,612012,324091,279254,5041,40387,240730,225043,52549,718,543136,34,611,7171,213049,317350,511,8056,54827,12500,67876,80376,73656,277849,97412,106781,175194,28036,459413,47807,6416,7782,1067,299,46453
93,10,Bihar,611,Arwal,637,699000,918,363497,337346,386351,235279,151072,236354,167991,68363,161277,75077,464489,2203,134334,9960,144294,123288,118311,80704,81975,48822,27945,482480,290095,772575,444448,156031,98550,55439,1386,11482,63570,51433,27875,2380,111974,7,46,1087,28154,83287,67,1659,159,2263,8041,10304,9825,46359,16388,20146,43242,17898,72909,25292,8095,11654,2549,1010,7948
94,10,Bihar,189,Aurangabad,3303,2540073,607,1318684,1221389,1466002,868733,597269,837770,599157,238613,480286,357484,1702303,44456,428291,49006,477297,559512,482199,302662,253142,136783,91371,1833998,784131,2618129,1626969,564571,340948,195301,7145,45871,235248,166509,84329,12987,349524,170,221,5513,101279,247664,422,13998,2770,6645,23974,30619,27722,137515,47730,62063,143408,75580,221195,88642,32349,49556,11594,5613,27729
94,10,Bihar,189,Aurangabad,3303,2540073,607,1924469,1776813,2503837,1430936,1072901,1575079,1015864,559215,1446636,128443,2126203,589477,551789,427343,979132,381695,686271,422964,537936,310762,253253,2611982,819734,3431716,2211996,909771,571932,192027,33322,403594,526483,616355,360410,136042,106395,1197,1840,16193,198011,422166,3542,459847,47614,22399,63485,85884,88118,415993,174101,153774,186833,47877,515923,114583,28816,35684,5444,1424,70397
94,10,Bihar,189,Aurangabad,10100,3701282,286.83,1318684,1221389,1466002,868733,597269,837770,599157,238613,480286,357484,1702303,44456,428291,49006,477297,559512,482199,302662,253142,136783,91371,1833998,784131,2618129,1626969,564571,340948,195301,7145,45871,235248,166509,84329,12987,349524,170,221,5513,101279,247664,422,13998,2770,6645,23974,30619,27722,137515,47730,62063,143408,75580,221195,88642,32349,49556,11594,5613,27729
94,10,Bihar,189,Aurangabad,10100,3701282,286.83,1924469,1776813,2503837,1430936,1072901,1575079,1015864,559215,1446636,128443,2126203,589477,551789,427343,979132,381695,686271,422964,537936,310762,253253,2611982,819734,3431716,2211996,909771,571932,192027,33322,403594,526483,616355,360410,136042,106395,1197,1840,16193,198011,422166,3542,459847,47614,22399,63485,85884,88118,415993,174101,153774,186833,47877,515923,114583,28816,35684,5444,1424,70397
95,10,Bihar,190,Banka,3018,2034763,533,1067140,967623,965321,590961,374360,771080,517817,253263,374097,396983,1263683,62359,425604,18492,444096,408188,386707,196305,120653,63103,35767,1214645,879831,2094476,1291235,462080,278863,159201,3258,32859,181116,88429,46555,94533,253728,329,5796,5121,161124,108991,466,15071,2243,6776,32221,38997,41314,181580,65753,74513,128170,31266,272892,63056,14195,18917,3613,1109,25148
96,10,Bihar,191,Begusarai,1917,2970541,1222,1567660,1402881,1548673,918507,630166,938182,715345,222837,591811,346371,2032359,120373,594377,139248,733625,577601,484502,291877,207136,144783,101836,1822334,1242551,3064885,1951688,644874,369996,295852,9821,76761,334335,193224,186662,14845,547417,135,211,8661,219003,313654,658,21384,4641,13797,71413,85210,73578,286725,101080,112067,184650,39525,473100,59643,12420,16403,2970,1013,46964
97,10,Bihar,192,Bhagalpur,2569,3037766,946,1615663,1422103,1573066,937669,635397,983528,740056,243472,534129,449399,2054238,174534,522527,130634,653161,614644,524322,300767,247079,154643,118843,1976417,1139715,3116132,1952879,674660,397654,220531,8644,117040,308044,208730,189954,58207,437176,208,1431,14245,209060,250177,883,45919,30554,9815,49203,59018,63325,264904,96431,105148,191216,48168,430436,71666,14964,19816,3692,1160,41388
98,10,Bihar,193,Bhojpur,2473,2728407,903,1430380,1298027,1599151,973486,625665,822493,640283,182210,512009,310484,1905914,62153,434559,77368,511927,581580,605307,367059,313509,163303,131137,2172525,1005140,3177665,1722387,613072,387389,206776,7391,87879,268330,216412,112983,4543,387248,81,268,4615,78650,312557,464,15589,3508,8370,25259,33629,29472,142899,49809,63618,150381,88646,228026,94321,36903,58276,13900,7473,34932
99,10,Bihar,194,Buxar,1624,1706352,864,887977,818375,989807,593544,396263,538322,402180,136142,328547,209775,1168030,46760,299252,35405,334657,331675,420187,256124,178044,89306,64117,1344677,457814,1802491,1074754,375372,253998,137996,5341,48405,174119,130771,64826,4471,240965,94,212,3395,54463,188476,301,10728,3437,4625,15443,20068,18203,88936,30535,40198,96849,56545,144919,59439,23401,37653,9136,5116,20387
100,10,Bihar,195,Darbhanga,2278,3937385,1442,2059949,1877436,1816634,1125566,691068,1223640,947927,275713,731347,492293,2713745,127442,907174,95539,1002713,672797,490534,332382,224622,152540,129597,2028545,2203198,4231743,2535344,865971,529314,320695,10325,80085,440719,247667,202524,868,771056,111,860,8972,332426,345511,1245,19499,38607,18736,97067,115803,102760,396000,141310,151930,249637,44346,634400,81916,13027,16149,2468,654,73321
101,10,Bihar,196,Gaya,4978,4391418,696,2266566,2124852,2297613,1368803,928810,1664062,1076170,587892,1007057,657005,2727356,112617,696289,111282,807571,902272,757690,447480,342254,191824,131163,2784730,1953368,4738098,2810026,936630,537333,294227,11827,107970,383973,260921,167232,57516,577098,573,1505,8979,246837,312298,1279,37002,15636,10388,43065,53453,51094,252000,86740,114166,262055,122997,396876,161407,57349,87698,20540,9809,44524
102,10,Bihar,197,Gopalganj,2033,2562012,1057,1267666,1294346,1382998,793905,589093,728201,539586,188615,363111,365090,1833811,69375,515925,38133,554058,540603,470828,291624,223776,123249,79109,1736879,977719,2714598,1642807,546202,370662,312727,9508,61380,316314,209045,84425,950,399026,70,229,2591,143078,255329,417,16485,786,7841,23345,31186,29960,145088,49267,65861,157982,87471,248009,89316,32551,48075,10885,4639,36327
103,10,Bihar,198,Jamui,3099,1760405,451,916064,844341,858588,534385,324203,727571,452288,275283,445352,282219,1032834,32633,325909,30851,356760,420472,317612,153973,104211,56137,29633,1085477,765297,1850774,1135919,392052,227016,113424,4842,27056,159792,64170,45733,117154,162989,844,5009,3450,153708,66941,866,12828,2079,5498,25310,30808,30414,132724,47218,55092,102930,41829,203766,54928,17180,24953,5531,2242,24644
104,10,Bihar,199,Jehanabad,1569,1125313,963,585582,539731,618881,374412,244469,365378,266423,98955,251690,113688,759935,27641,186660,28132,214792,211761,165906,117558,112966,68748,45519,725997,495877,1221874,714244,254582,155106,69637,2522,32086,100130,74772,50439,5236,165527,56,54,2880,60659,99381,159,6054,1009,3148,11836,14984,14459,69576,24518,30599,65873,31213,108063,39854,14343,21132,4802,1987,12597
105,10,Bihar,200,Kaimur (Bhabua),,,,847006,779378,920276,549923,370353,511163,375959,135204,284646,226517,1115221,52899,325143,15299,340442,318859,294927,210899,147315,86815,70169,1138560,551317,1689877,1039302,353413,226808,111045,6503,48728,149676,98119,40996,17969,210155,593,692,3307,66396,135987,276,9201,1678,4664,15949,20613,17613,82959,28232,37114,90647,50829,138993,55262,21298,33188,7723,4167,17605
106,10,Bihar,201,Katihar,3056,3071029,782,1600430,1470599,1280190,762256,517934,1013566,760522,253044,667602,345964,2057463,60900,668232,69838,738070,472616,444260,237243,133811,88498,57114,1445438,1705551,3150989,2054202,660403,353483,285976,5118,60110,239686,200849,108018,3749,580446,61,916,15849,239547,314391,480,13810,44891,20222,71206,91428,83087,297110,105287,108736,190893,37632,505400,43516,6587,8148,1233,328,59999
107,10,Bihar,202,Khagaria,1486,1666886,859,883786,783100,768028,461153,306875,560805,398216,162589,306283,254522,1106081,40641,373696,21007,394703,350601,233494,130004,100555,65931,38697,925251,903323,1828574,1114645,355531,195796,99898,3120,31220,159866,88774,78061,1604,311073,50,183,3392,148230,142226,299,9814,6515,5547,39429,44976,40886,154724,53562,60276,109253,18748,269846,29736,4781,6121,1043,297,21998
108,10,Bihar,203,Kishanganj,1884,1690400,687,866970,823430,745056,439921,305135,529064,421192,107872,384416,144648,1161336,58718,401793,43357,445150,356401,235779,89025,42778,25989,15386,769119,945397,1714516,1139615,361114,188447,177516,2436,28736,130592,108435,34858,7220,315573,17,527,7046,159662,142448,323,4264,29710,12920,37799,50719,44945,153832,53447,55440,108403,22757,276414,16858,2134,2594,382,78,39845
109,10,Bihar,204,Lakhisarai,1229,1000912,652,526345,474567,507270,305182,202088,326576,240494,86082,201866,124710,674336,44491,175882,31763,207645,172076,149312,111684,85807,48001,27261,597955,450967,1048922,650642,218840,130655,49052,2415,31048,95917,60658,52316,21038,127198,184,425,3221,58733,75362,332,9477,1875,2515,10049,12564,12890,64137,22380,28867,62457,25272,101792,30165,9874,14340,3109,1357,18133
110,10,Bihar,205,Madhepura,1787,2001762,853,1047559,954203,834577,517666,316911,777546,496046,281500,443507,334039,1224216,23236,486278,24000,510278,340813,189431,114474,99437,79891,44955,875510,1202278,2077788,1311771,444235,242382,169936,4560,23209,182773,139028,52388,1604,384905,70,148,6436,153322,218811,283,6388,9086,6090,46102,52192,52354,203093,72963,77776,126649,19067,324221,42330,6610,8126,1211,305,26324
111,10,Bihar,206,Madhubani,3501,4487379,1020,2329313,2158066,2155338,1340085,815253,1636938,1105947,530991,1074091,562847,2850441,113281,1047552,41234,1088786,783888,771417,520875,303114,170563,137780,2698989,2003079,4702068,2860455,1009424,611899,416574,11636,73851,486531,235903,166993,2224,859607,349,546,11240,412398,346397,1258,19775,30900,20753,102414,123167,108433,441220,157322,175465,278421,58731,681994,116811,22106,28218,4700,1412,74516
112,10,Bihar,207,Munger,1419,1367765,800,729041,638724,801817,473741,328076,426658,327453,99205,233402,193256,941107,90461,222281,85782,308063,226699,158699,146414,147152,101907,64469,849734,498676,1348410,860147,316713,188319,112707,3755,69973,149671,109560,102385,48900,184033,118,862,4871,93833,126411,419,20237,7168,4944,23445,28389,30778,130791,47936,52077,85773,18796,199555,33704,6965,9066,1638,463,21424
113,10,Bihar,208,Muzaffarpur,3173,4801062,1180,2527497,2273565,2509232,1487117,1022115,1547586,1195308,352278,910304,637282,3253476,180651,998694,120700,1119394,1092952,743623,419433,299475,194920,138916,2903794,1924438,4828232,3016735,1079189,697108,548802,23333,172027,547479,346386,256532,6804,874936,209,570,11837,414460,446177,1455,44121,27130,22443,104046,126489,114417,459200,164807,179976,297357,64817,702089,126765,24479,32056,5670,1907,86953
114,10,Bihar,209,Nalanda,2354,2877653,1006,1497060,1380593,1519933,919558,600375,1045420,703405,342015,740949,304471,1832233,101378,514141,102522,616663,581978,486266,320839,274556,177358,133032,1985188,1324385,3309573,1829128,642197,403129,121583,7955,87070,273472,180298,149675,38426,390009,325,303,10732,164405,223694,892,38617,6072,9824,33798,43622,39387,191481,68723,83371,175870,76349,297609,99650,32597,46830,10089,4144,43233
115,10,Bihar,210,Nawada,2492,2219146,726,1144668,1074478,1091012,659474,431538,817041,539439,277602,508509,308532,1402105,31162,379551,45323,424874,601011,368649,195072,161127,95943,64585,1489517,1091439,2580956,1440781,485628,288805,75606,3991,34020,182748,132057,77297,23777,299668,238,889,7409,131390,149765,566,10224,2137,5117,19722,24839,23197,117974,40493,54284,132750,71186,194211,80648,31140,48312,11542,5630,23578
116,10,Bihar,211,Pashchim Champaran,,,,2061110,1873932,1759481,1091226,668255,1478947,999282,479665,797544,681403,2456095,57546,839514,96620,936134,1053481,543965,250243,159563,98732,70669,2182688,1710878,3893566,2544205,888205,497793,425249,10911,69056,371137,270894,112382,5830,673647,67,521,5592,282250,368844,645,19577,2006,18044,66944,84988,70446,299420,102964,126010,249111,74546,508159,109279,26324,35133,6684,2125,55494
117,10,Bihar,212,Patna,3202,5838465,1471,3078512,2759953,3459679,2028047,1431632,1881886,1436411,445475,1371267,510619,3956579,546859,657991,552103,1210094,1244842,1095655,920051,698351,463361,452340,4920726,2590473,7511199,3626564,1382654,815638,430595,49821,453344,662665,562795,507581,32808,666585,463,885,14948,252246,607942,1105,231255,90643,17629,60489,78118,83095,411646,153095,175456,328240,139437,609661,183921,60090,86592,18736,7766,77267
118,10,Bihar,213,Purbi Champaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,10,Bihar,214,Purnia,3228,3264619,787,1699370,1565249,1332326,805261,527065,1143318,803275,340043,776385,366933,2121301,86058,712847,85749,798596,668690,360243,184327,119259,83226,59996,1486857,1798786,3285643,2155512,696556,372692,291919,8390,63200,258284,234013,87774,1415,606448,37,1390,16517,273244,314626,836,12331,59597,17045,75176,92221,82784,304012,107266,113962,205154,39326,517258,53373,8430,10296,1478,388,59786
120,10,Bihar,215,Rohtas,3850,2959918,636,1543546,1416372,1799832,1061783,738049,924879,707939,216940,542439,382440,2035039,114893,512383,95678,608061,535187,548971,399053,333053,194928,161555,2188753,876443,3065196,1875174,673742,407193,224824,10819,106218,312557,248462,128652,8126,412516,121,556,5613,73129,356548,471,25242,5158,8103,27143,35246,32977,166203,57298,75928,166881,87548,260042,103275,37743,58724,13663,7318,33837
121,10,Bihar,216,Saharsa,1702,1900661,885,997174,903487,804996,506374,298622,649898,456724,193174,363326,286572,1250763,41342,432651,38046,470697,348300,194897,104182,90182,64560,47051,855188,1151349,2006537,1249692,415863,233870,129847,3824,30518,166317,113421,61597,3285,349271,104,299,7281,158574,174742,308,6629,10505,5742,39031,44773,43608,179102,64222,71272,122491,21846,291291,43704,8148,10170,1600,422,23047
122,10,Bihar,217,Samastipur,2905,4261566,1175,2230003,2031563,2142880,1293575,849305,1343400,1037576,305824,907433,435967,2918166,88021,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,2549708,1996651,4546359,2766930,913339,568812,458268,10621,84248,441421,213527,159459,20018,797103,100,542,7697,384786,352172,1090,20385,34740,19043,94848,113891,100052,404835,142305,162478,274280,57347,657647,102513,21642,27676,4775,1259,62517
123,10,Bihar,218,Saran,2641,3951862,1231,2022821,1929041,2157454,1285767,871687,1040231,857660,182571,545520,494711,2911631,94787,701323,76299,777622,793945,693465,433759,361171,213251,148065,2653504,1313700,3967204,2516115,847031,585386,431759,10948,128169,423960,276656,137526,24127,578710,71,435,6158,207758,381637,404,27833,5389,13380,38867,52247,47876,226877,77631,101370,238266,124352,384243,132367,47458,70773,16311,7004,54359
124,10,Bihar,219,Sheikhpura,689,634927,762,329743,306599,328676,196431,132245,224655,151569,73086,148002,76653,411687,20065,108293,24345,132638,129673,110525,59529,52860,33856,19676,409518,305609,715127,413475,136898,85045,33652,1728,16279,61568,35018,30019,8860,85547,75,49,2275,42462,38651,159,5094,526,1918,6427,8345,7547,36901,12786,16568,39065,19437,61869,21544,7777,11485,2536,1172,8850
125,10,Bihar,220,Sheohar,349,656246,1880,346673,309573,283698,171645,112053,216372,166693,49679,137804,78568,439874,10004,158484,7516,166000,128209,91277,37063,25657,16031,10091,308989,348078,657067,421241,139909,93398,73447,1410,11722,83296,52118,30398,389,145016,10,55,718,75837,57924,140,2091,371,6732,26938,33670,22278,71746,25002,24466,39484,3989,124984,8303,733,897,136,28,14705
126,10,Bihar,221,Sitamarhi,2199,3423574,1214,1803252,1620322,1436794,885188,551606,1114583,865929,248654,753645,360938,2308991,66263,807294,49670,856964,733380,394422,196321,136500,92783,70549,1635891,1852765,3488656,2206340,739982,449035,317432,7292,61089,340890,217626,152392,2238,710373,64,302,6150,358607,251811,542,10992,3523,23067,113986,137053,102555,357069,125274,129240,210775,28186,602916,59010,7662,9470,1464,344,61687
127,10,Bihar,222,Siwan,2219,3330464,1221,1675090,1655374,1930175,1115906,814269,932416,730396,202020,462104,470312,2398048,52935,632514,41858,674372,689880,612635,445257,355277,186817,119164,2421121,1207119,3628240,2115448,713597,498299,382782,10891,74071,401299,276680,124672,1883,518473,58,259,2685,158086,358850,413,19043,1279,10879,31553,42432,39746,191273,65249,86278,203685,107489,323877,114884,41033,61005,13821,6151,45113
128,10,Bihar,223,Supaul,2410,2229076,724,1155283,1073793,1033283,647672,385611,877682,551718,325964,472649,405033,1351394,51028,572287,27815,600102,467768,269737,157787,99530,69665,45726,1116063,1220268,2336331,1453438,495020,277610,192734,4064,26559,207212,152501,47753,1260,425676,43,265,6634,145728,273702,424,5373,12245,7736,46159,53895,53452,223470,80317,89701,141160,22279,345385,55898,9148,10961,1483,330,28560
129,10,Bihar,224,Vaishali,2036,3495021,1332,1844535,1650486,1926740,1152576,774164,1060344,858648,201696,716006,344338,2434677,70001,699317,51494,750811,810191,487594,370247,291392,178320,124448,2271286,1479152,3750438,2176701,759132,486032,397202,11316,101269,390123,208882,171904,31303,569778,183,458,6561,295371,259500,909,18159,11051,10568,51344,61912,61291,285265,101129,122845,217871,67578,435592,112105,30410,41647,8375,2862,43282
