S.No.,State Code,State Name,District Code,District Name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Non_Workers,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households
645,36,Telangana,684,Mancherial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,36,Telangana,513,Medak,535,3033288,1523030,1510258,1637137,953406,683731,1442203,837874,604329,1591085,163074,604719,8635,47170,593653,195479,324267,503713,481984,373729,201928,127493,2029580,1199818,3229398,1735769,779738,509368,508133,421856,293838,9627,149702,319,316,9422,10443,228110,278173,386,494042,92845,19664,65211,84875,96457,419073,178179,144437,140018,22798,160481,482906,92770,14040,16643,2160,443,74445
647,36,Telangana,700,Medchal Malkajgiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,36,Telangana,720,Mulugu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,36,Telangana,694,Nagarkurnool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,36,Telangana,514,Nalgonda,539,3488809,1759772,1729037,2001019,1160757,840262,1741693,976428,765265,1747116,228818,789225,7715,53777,833504,197433,369537,518669,471233,367424,238695,196134,2188695,1294811,3483506,1932349,897137,651748,460960,479824,355700,28731,162241,763,1096,78943,81060,298874,347474,258,598439,66625,45165,120169,165334,144858,578886,270974,163054,119437,11775,229084,655150,89307,8970,10032,935,127,120943
651,36,Telangana,721,Narayanpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,36,Telangana,680,Nirmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,36,Telangana,516,Nizamabad,533,2551335,1250641,1300694,1389810,790214,599596,1261076,684320,576756,1290259,186740,545913,5261,35036,565165,155133,269487,421399,338668,396396,223365,141850,1804547,1041862,2846409,1399773,676401,437573,448674,428790,245523,8125,114151,391,335,14269,15818,218935,242762,823,450359,78420,23207,67384,90591,94217,379595,163189,122189,107972,12575,129036,432299,68637,8050,9206,988,168,80591
654,36,Telangana,682,Peddapalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,36,Telangana,683,Rajanna Sircilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,36,Telangana,518,Rangareddy,537,5296741,2701008,2595733,3538028,1948784,1589244,2196078,1488916,707162,3100663,773246,1211352,142879,291745,432098,1129224,457916,756588,809283,821821,598940,740896,4242880,1158473,5401353,2966988,1455864,738037,1178203,1101926,1028259,9025,110943,780,532,38646,40856,201184,907391,898,1099746,72143,30005,139283,169288,221294,865161,400555,243312,195938,33327,155139,998111,118251,18705,22088,2862,521,125264
657,36,Telangana,691,Sangareddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,36,Telangana,692,Siddipet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,36,Telangana,696,Suryapet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,36,Telangana,698,Vikarabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,36,Telangana,693,Wanaparthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,36,Telangana,522,Warangal,540,3512576,1759281,1753295,2065023,1179790,885233,1705655,960926,744729,1806921,237349,828077,12952,59006,758738,288249,314252,457529,454322,430242,279234,248942,2212184,1191252,3403436,1891954,941452,664872,476334,504897,388583,67830,174218,1117,507,40479,42801,216245,461825,698,597926,70325,43692,124347,168039,144960,593070,285338,162772,117016,10428,210483,676526,90062,8344,9354,879,131,112611
663,36,Telangana,697,Yadadri Bhuvanagiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,38,The Dadra And Nagar Haveli And Daman And Diu,465,Dadra AND Nagar Haveli,496,343709,193760,149949,223230,142521,80709,157161,119293,37868,186548,29101,69558,2013,6017,48221,60562,24701,69140,32004,37809,22700,19655,209575,91055,300630,225103,87888,30346,70851,48312,39999,4170,32907,442,188,270,929,26605,38461,29,34001,15041,4312,9524,13836,11879,39654,15845,11930,16210,3363,7997,46111,8321,1367,1565,169,29,17066
665,38,The Dadra And Nagar Haveli And Daman And Diu,463,Daman,495,191173,124659,66514,150348,104316,46032,105521,94502,11019,85652,25844,49249,1316,4543,10006,61073,8957,28094,30406,26991,14170,9128,119741,20641,140382,122589,52868,15428,47373,40804,40951,78,14176,7,2,284,305,11808,37112,12,34905,10900,3397,8211,11608,10433,30398,12523,7442,6389,1297,772,26109,2388,576,720,116,28,20475
666,38,The Dadra And Nagar Haveli And Daman And Diu,464,Diu,494,52074,25642,26432,38058,20327,17731,15750,12932,2818,36324,6177,10575,368,1055,9788,9062,1872,7668,8545,9051,4367,1906,34044,10735,44779,30475,13932,7599,9252,9011,6282,66,32,5,0,20,25,1555,9022,0,10499,10,858,1068,1926,1171,4927,1739,2017,3079,757,112,7321,1021,268,346,69,9,2001
667,16,Tripura,269,Dhalai,291,378230,194544,183686,276217,151643,124574,155831,105657,50174,222399,5532,46875,273,5067,89457,14071,64515,84516,74015,21430,9157,6425,260948,109130,370078,232286,95548,50269,78811,15987,58161,34233,18046,3993,5219,1044,10620,27726,13042,364,16802,12133,2656,7394,10050,15688,53904,21755,16461,17546,1597,42329,64944,7774,781,895,96,18,9484
668,16,Tripura,654,Gomati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,16,Tripura,652,Khowai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,16,Tripura,270,North Tripura,292,693947,352860,341087,520402,275646,244756,248667,186034,62633,445280,19631,81601,997,10310,150437,42184,129329,179547,158211,47160,22720,18419,559122,156840,715962,414878,178608,100274,147845,50104,127388,60499,16853,7454,6361,1376,17489,55207,31151,2298,48723,11656,4713,13394,18107,26582,93545,37055,29908,35094,4185,64573,114600,14151,1552,1775,189,34,20405
671,16,Tripura,653,Sepahijala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,16,Tripura,271,South Tripura,290,876001,447544,428457,646810,351082,295728,366845,253229,113616,509156,20246,133744,948,10393,219171,44906,129846,223185,204201,70173,31690,26870,691125,188363,879488,505558,236676,133424,146403,38316,174397,45913,67910,3009,2438,1080,7323,75815,54383,796,80036,31137,6972,18930,25902,46045,143146,59663,37438,33881,2354,75085,159386,20294,1874,2033,141,18,23570
673,16,Tripura,655,Unakoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,16,Tripura,272,West Tripura,289,1725739,879428,846311,1361354,722998,638356,698178,500406,197772,1027561,103228,314567,6394,36186,289621,217016,248343,421485,451563,156277,88122,85405,1464673,279053,1743726,940424,499719,284637,390646,166347,365146,65588,186536,1504,1396,4122,7639,98575,213918,617,134228,82054,12111,36334,48445,92416,285029,119992,72621,63285,6711,90977,308619,43403,5160,5843,587,96,45605
675,5,Uttarakhand,45,Almora,64,622506,291081,331425,436497,231604,204893,298211,142460,155751,324295,40199,109876,1830,9858,260056,21082,90864,120029,115810,76148,53026,37742,495882,109556,605438,351595,141238,128994,131268,77118,76958,940,5856,1502,2135,11918,17502,65744,36378,1947,112049,37,12916,14375,27291,17500,69633,25736,26397,36077,6256,37135,81556,17115,2655,3162,418,89,37424
676,5,Uttarakhand,46,Bageshwar,63,259898,124326,135572,179483,97546,81937,123638,58708,64930,136260,13352,47083,435,3595,96031,3880,38113,47788,50340,31224,20785,10900,199825,49539,249364,147488,60569,51672,51297,28198,31604,869,1888,613,983,4948,7697,27478,14315,1153,45834,31,3750,5600,9350,7598,31288,12246,11444,15087,1987,15919,35989,9278,1294,1467,150,23,10978
677,5,Uttarakhand,47,Chamoli,57,391605,193991,197614,280556,155395,125161,180940,93832,87108,210665,27853,71524,899,5582,163434,22906,47447,68435,67519,47703,32557,27168,293196,61950,355146,229715,93182,67873,80492,46547,45572,537,967,1940,847,6637,10016,32596,31825,592,73654,9,7399,8592,15991,10683,45109,17370,17056,21857,2808,21344,54317,10328,1350,1536,166,20,19584
678,5,Uttarakhand,48,Champawat,65,259648,131125,128523,177726,102015,75711,99566,60427,39139,160082,18785,37725,548,3159,85202,12839,36127,48093,45766,23610,18360,15110,188383,62429,250812,156916,60722,41913,46034,24002,24284,1062,9321,477,1076,4091,6774,19586,19181,1130,34183,603,3052,3680,6732,5638,26364,9934,10792,16515,2745,13589,34345,7444,1250,1503,208,45,9064
679,5,Uttarakhand,49,Dehradun,60,1696694,892199,804495,1259506,702216,557290,582768,458834,123934,1113926,233705,310726,25862,71199,228245,269393,142130,236027,240639,206730,187700,247622,1287492,296538,1584030,968517,446046,276280,298845,283844,278971,352,42436,685,1331,2934,6035,39008,261525,1085,273226,6585,12707,25329,38036,41531,184579,77983,65065,78677,21408,22167,224771,45981,10922,13503,2027,554,38445
680,5,Uttarakhand,50,Haridwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,5,Uttarakhand,51,Nainital,66,954605,493666,460939,696500,385779,310721,376181,256935,119246,578424,99021,169001,7265,26270,193086,105577,90915,155681,157875,115317,98851,89101,713940,166573,880513,562548,243095,147053,164700,145021,148745,433,23401,593,3290,7910,12805,42051,117598,1012,149782,7767,7963,13150,21113,21490,100758,40369,38899,53400,11837,27459,130306,25279,5265,6413,951,197,25110
682,5,Uttarakhand,52,Pauri Garhwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,5,Uttarakhand,53,Pithoragarh,62,483439,239306,244133,345550,189623,155927,216490,113539,102951,266949,45365,95421,1344,7932,183687,26256,63591,87585,90983,56591,42086,28375,371448,88036,459484,273494,116749,92517,102955,58037,61543,1194,5118,1161,2067,9189,14201,40377,46575,1784,88949,16,8519,12171,20690,17126,63782,25002,21654,24650,2420,24590,67738,13607,1440,1573,117,16,28624
684,5,Uttarakhand,54,Rudraprayag,58,242285,114589,127696,170933,91803,79130,113032,52339,60693,129253,19859,49182,418,3082,112705,4454,30562,50288,44605,28916,21131,15096,191038,45428,236466,141848,54979,44986,49793,29977,28272,545,1192,641,447,2601,4194,21796,16137,505,47111,4,4149,5066,9215,6375,27832,10768,10689,14232,2213,15559,33151,7956,1403,1706,233,70,10679
685,5,Uttarakhand,55,Tehri Garhwal,59,618931,297986,320945,407994,227406,180588,280442,140821,139621,338489,50929,117239,1366,7831,227059,27177,72163,103462,95417,74008,58434,30704,436261,133013,569274,368324,139371,109998,124900,78515,74477,1499,7511,8444,2673,6619,19849,50396,43048,2113,103160,49,11735,13297,25032,15568,65081,24468,25045,36001,7380,40050,82854,19145,3984,4848,694,170,26647
686,5,Uttarakhand,56,Udham Singh Nagar,67,1648902,858783,790119,1037839,598525,439314,591458,444578,146880,1057444,116576,254802,7883,28053,269406,145253,179602,302653,232381,169274,113661,111062,1120419,438598,1559017,1042614,392370,212223,229403,207469,207848,86,185252,26,72,3483,3891,45902,242986,310,110297,9841,7491,18265,25756,30541,150705,58076,62088,99492,24099,11164,216964,43109,9421,11879,1923,535,28100
687,5,Uttarakhand,57,Uttarkashi,56,330086,168597,161489,215126,128237,86889,157276,84265,73011,172810,21374,52621,602,4104,112148,9061,43442,46625,47640,30901,24989,18882,213460,83896,297356,202426,75997,51245,60008,36136,29106,724,1265,2743,1367,5884,10524,19107,28531,530,53576,7,4664,5986,10650,6484,32005,12124,13397,19802,4101,18920,44218,9723,1844,2229,292,93,10388
688,9,Uttar Pradesh,118,Agra,146,4418797,2364953,2053844,2680510,1614594,1065916,1389844,1119701,270143,3028953,251013,536402,27183,82012,496971,406852,600839,904836,647340,450571,317618,199395,3141380,963202,4104582,2871903,991255,547873,630150,463682,311695,18146,417507,96,477,8058,10047,257562,307051,1416,224180,96515,12126,35682,47808,50532,259888,93722,115634,258683,106231,107997,435000,125466,42054,57706,11564,4088,54438
689,9,Uttar Pradesh,119,Aligarh,143,3673889,1951996,1721893,2092567,1283380,809187,1174361,929337,245024,2499528,153283,268120,13634,58336,582117,275942,456870,491605,443958,334738,216997,172585,2137251,1352181,3489432,2378289,787408,472667,572425,356823,254141,1312,426380,63,139,6454,7223,170338,374047,567,168309,49598,13980,35660,49640,46960,233318,82019,104339,235182,86472,60227,408582,102536,31779,41901,7706,2416,51593
690,9,Uttar Pradesh,121,Ambedkar Nagar,178,2397888,1212410,1185478,1486939,846676,640263,787398,547406,239992,1610490,21512,99581,2509,27308,501559,65031,342667,392873,353570,247028,172872,194387,1718855,813502,2532357,1499494,515229,367234,332700,146958,67875,408,260490,107,282,3779,4621,155590,174989,453,97529,853,8025,17701,25726,21375,114866,38671,54820,140623,83242,33878,206450,82674,31457,46756,10338,4961,28577
691,9,Uttar Pradesh,640,Amethi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,9,Uttar Pradesh,154,Amroha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,9,Uttar Pradesh,122,Auraiya,162,1379545,740040,639505,930836,546198,384638,442023,364543,77480,937522,32687,65479,2404,14279,255836,58438,133123,291837,282449,168866,101542,79012,1063360,276224,1339584,856336,320763,202054,237062,150177,72893,14725,185001,34,81,490,722,122958,85631,117,46112,1947,7160,17368,24528,22137,106340,38295,45908,91569,25933,39781,170264,41165,9720,12540,2204,616,24401
694,9,Uttar Pradesh,140,Ayodhya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,9,Uttar Pradesh,123,Azamgarh,191,4613913,2285004,2328909,2771917,1559414,1212503,1372032,941890,430142,3241881,49699,183381,6652,47324,891024,80434,831966,1344726,879745,489060,312571,158303,4024458,1218146,5242604,2930243,965876,699954,592546,299061,135150,1647,545388,170,726,5844,7683,294403,316002,943,102270,5457,11679,27718,39397,33648,184249,60499,90102,255784,180500,49525,330071,168352,71109,110081,25639,13333,51426
696,9,Uttar Pradesh,124,Baghpat,139,1303048,700070,602978,797970,489858,308112,416695,342604,74091,886353,44732,119121,2989,19999,246055,69991,139646,272939,215070,132197,79475,44164,887221,376700,1263921,817140,283276,194548,178240,171586,134051,90,150465,20,68,4304,4456,82659,96715,64,51339,15575,4170,10173,14343,13918,76826,27562,35346,80067,35854,27716,128531,42886,13858,18280,3322,1100,17393
697,9,Uttar Pradesh,125,Bahraich,180,3487731,1843884,1643847,1398368,878285,520083,1152160,895576,256584,2335571,38940,85814,2681,35463,698520,61742,447648,493760,215939,104762,65106,47690,1381933,1920966,3302899,2275746,754346,446242,561188,223076,93687,8513,391416,176,277,2008,2640,220216,326580,179,187350,2502,19848,54608,74456,60205,231407,80324,90878,211072,78243,48382,403826,96648,26960,37809,7903,2946,56895
698,9,Uttar Pradesh,126,Ballia,193,3239774,1672902,1566872,1963590,1160960,802630,1019483,723060,296423,2220291,62157,119972,4672,42969,564927,64454,436021,515010,443440,409484,323582,200434,2348254,1032533,3380787,1975934,724362,502628,445832,217983,124786,2135,395909,163,455,5316,6665,130319,305850,731,75078,1502,7886,21363,29249,27690,153571,51466,74415,187993,111627,46271,256651,118486,47236,73448,17231,8981,33855
699,9,Uttar Pradesh,127,Balrampur,182,2148665,1114721,1033944,868357,544943,323414,760253,534332,225921,1388412,16229,57400,1551,15510,410070,35768,379253,227932,122911,65516,40633,37109,876131,1332817,2208948,1415213,442339,283947,298119,141528,48201,12517,219396,73,233,1174,1679,104918,191185,199,85828,516,11062,22200,33262,23290,96621,33057,40274,116044,75064,24888,181378,69285,26229,40851,9626,4996,29477
700,9,Uttar Pradesh,128,Banda,170,1799410,965876,833534,1002937,630626,372311,701689,485314,216375,1097721,26907,73522,1655,18612,378056,67569,325773,415195,249238,114783,61702,63112,1235531,588025,1823556,1120432,408527,265310,311630,133063,90787,20876,247074,33,466,477,1133,187378,67368,157,51777,1547,12166,26640,38806,27123,127003,44496,55384,116889,40039,67991,216154,54436,14711,19761,3821,1229,32386
701,9,Uttar Pradesh,129,Bara Banki,176,3260699,1707073,1553626,1692458,1010518,681940,1192850,871241,321609,2067849,60554,108116,3159,26293,635840,79068,533140,420824,350564,197780,132332,113799,1760720,1540841,3301561,2043335,709494,445269,533207,305263,103904,17032,434135,149,332,2259,3101,239391,264344,361,110385,1497,23631,47390,71021,55909,226368,78754,91705,197742,72586,63982,376659,91916,23021,30817,5792,2004,68325
702,9,Uttar Pradesh,130,Bareilly,150,4448359,2357665,2090694,2191759,1342697,849062,1401971,1153006,248965,3046388,210687,272830,15164,56575,631613,362798,717585,641251,442110,272840,172554,146446,2409592,1744527,4154119,2893965,952233,514141,696829,428849,462993,330,414326,82,198,5547,6415,76715,646459,588,323722,7796,17381,47699,65080,66579,299042,106979,125484,284381,97719,23048,532465,112948,26162,34599,6426,2011,66210
703,9,Uttar Pradesh,131,Basti,185,2464464,1255272,1209192,1393783,819719,574064,783688,558642,225046,1680776,37593,108101,3423,30244,513960,31065,470355,349221,324085,211477,162961,143642,1674771,1021192,2695963,1574037,519265,363891,330864,172901,62328,642,248616,123,354,2621,3449,161329,193400,351,125645,1065,11671,21232,32903,24237,117645,39549,53859,142675,86567,25061,211665,86134,32142,47969,10859,4968,34022
704,9,Uttar Pradesh,179,Bhadohi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,9,Uttar Pradesh,132,Bijnor,134,3682713,1921215,1761498,2135393,1241471,893922,1088036,921497,166539,2594677,128042,268353,7303,37341,683875,224648,498971,827447,549594,255028,159528,148185,2453411,1308683,3762094,2404576,786305,450186,474925,470279,380737,423,392856,86,219,5257,6513,141480,442905,951,226734,9808,12247,39934,52181,53828,257846,92798,111220,240708,78073,44423,464666,89161,19263,24558,4131,1164,50423
706,9,Uttar Pradesh,133,Budaun,149,3681896,1967759,1714137,1547477,986501,560976,1107343,939616,167727,2574553,62863,110177,3634,30423,710956,156668,556130,585283,295943,154425,86760,64222,1750054,1946345,3696399,2436051,748408,424194,580347,262671,190341,232,480734,44,314,4695,5232,136071,433935,179,123199,3664,19198,42124,61322,49483,210255,71164,89608,239712,99615,40898,419310,95395,25666,33753,6306,1781,62446
707,9,Uttar Pradesh,134,Bulandshahr,142,3499171,1845260,1653911,2031656,1253314,778342,1173260,897815,275445,2325911,124641,223922,7865,38225,658449,221628,443641,540754,475146,338138,217882,151182,2184539,1185318,3369857,2246254,753949,472808,549012,393105,257848,412,421842,29,116,6320,6989,100733,450820,524,152581,10659,14191,33933,48124,43390,227306,79984,103932,226492,80754,31123,387654,104872,31428,41142,7515,2199,49008
708,9,Uttar Pradesh,135,Chandauli,196,1952756,1017905,934851,1174606,699454,475152,652543,462971,189572,1300213,32433,99602,3492,20762,344937,50822,295979,367768,276638,196240,135962,88299,1368472,543247,1911719,1222695,437000,287767,265718,129320,74557,41519,208048,131,374,1491,2357,128710,103011,361,38260,1895,5137,15746,20883,18937,103566,35149,49480,111692,58577,62997,164090,68585,27671,42299,9715,4913,19744
709,9,Uttar Pradesh,136,Chitrakoot,171,991730,527721,464009,531072,330339,200733,394197,254977,139220,597533,11637,41046,827,9437,207237,23558,168472,174106,124256,69641,40266,35826,616227,383908,1000135,638046,214228,136669,161060,44786,27623,18242,122159,107,557,671,1500,97672,26224,165,23226,1380,5565,12930,18495,12840,62599,21803,27956,62762,23602,43562,108770,30004,8290,11257,2248,719,17427
710,9,Uttar Pradesh,137,Deoria,190,3100946,1537436,1563510,1875239,1079288,795951,876246,639073,237173,2224700,60348,150001,4469,36068,597778,67928,602403,473097,449571,372031,277548,194341,2392325,1130108,3522433,1946336,664708,481219,411210,257442,100060,334,357083,110,293,3210,3984,165652,274621,371,109265,1942,7466,18005,25471,23641,142877,46678,72558,184244,119972,32291,244457,118348,50948,79868,18894,10026,29891
711,9,Uttar Pradesh,138,Etah,201,1774480,947339,827141,1055202,647042,408160,545984,440244,105740,1228496,37027,69591,2635,19712,334246,67752,238019,214091,201984,178434,119665,88607,1048892,718310,1767202,1149372,383707,237427,260846,141689,57574,1322,220868,21,80,1093,1270,130131,120195,76,66179,9330,6907,17777,24684,21331,104978,35582,48065,116471,44341,40148,191936,53726,15420,20684,3998,1266,24128
712,9,Uttar Pradesh,139,Etawah,161,1581810,845856,735954,1062003,623583,438420,506072,413713,92359,1075738,47520,113098,2964,21506,265643,85483,171216,292852,298700,195192,121283,118571,1211214,397708,1608922,979633,362026,237786,262941,166012,93434,13009,199665,122,240,843,1439,138521,92232,234,58927,7502,8175,18470,26645,23209,112947,40294,49444,101056,34685,44580,178289,50264,13365,17505,3190,950,29275
713,9,Uttar Pradesh,141,Farrukhabad,159,1885204,1006240,878964,1092677,654827,437850,592267,494545,97722,1292937,59209,88081,2624,18733,316647,94843,270550,330084,257279,184298,115069,110391,1277039,710960,1987999,1224584,411153,246795,289395,182879,113500,1018,255543,57,123,860,1250,158537,108322,210,49109,8522,8334,20553,28887,26464,115712,40019,49229,115249,48208,41197,204757,51502,14583,19744,3878,1283,32053
714,9,Uttar Pradesh,142,Fatehpur,172,2632733,1384722,1248011,1512166,911003,601163,1063929,713736,350193,1568804,43492,75263,3385,33501,558807,77733,409875,463642,376472,227119,134445,116445,1738210,895178,2633388,1624830,603831,395547,438006,211608,117023,42732,358433,178,329,834,1766,267526,88566,425,65256,3370,14416,34068,48484,41991,194029,68525,83513,176529,53979,116929,314716,80304,18567,24098,4235,1296,53903
715,9,Uttar Pradesh,143,Firozabad,147,2498156,1332046,1166110,1521806,912314,609492,761521,621840,139681,1736635,100919,196080,5834,31797,349747,185621,324525,416295,368905,277163,166249,108627,1673077,672115,2345192,1621154,543730,312689,381745,237006,146593,2815,299770,57,191,4660,5570,197978,137810,662,102602,62870,7965,24179,32144,32308,158210,54596,71306,165206,56587,76359,280279,72369,19461,26174,5097,1616,33325
716,9,Uttar Pradesh,144,Gautam Buddha Nagar,141,1648115,890214,757901,1122947,666065,456882,569109,443384,125725,1079006,193902,257586,53181,87188,170835,338935,201277,330623,283031,218587,194796,101645,1335017,342284,1677301,1015648,402967,188862,297930,276925,245877,169,137165,69,97,5630,6491,37461,266838,695,171326,40945,12898,29449,42347,40846,163768,65967,56955,84350,25813,11979,220613,42710,12235,16091,2888,968,36864
717,9,Uttar Pradesh,145,Ghaziabad,140,4681645,2488834,2192811,3123264,1811397,1311867,1520538,1231615,288923,3161107,501592,695130,78116,179552,355407,836316,534606,858286,797473,597661,475439,255949,3545813,885070,4430883,2891069,1139871,559963,785452,750601,701900,484,461559,263,446,13148,16550,112973,679606,2693,347916,112059,17906,51607,69513,87682,412399,163121,161596,263640,84291,37264,581289,133968,33996,43787,7509,2282,70799
718,9,Uttar Pradesh,146,Ghazipur,195,3620268,1855075,1765193,2197549,1293553,903996,1204602,808700,395902,2415666,36798,105767,5309,50180,700173,61467,566504,691057,563310,449909,334003,186306,2803884,1008996,3812880,2234593,774130,556273,465637,216165,116171,18183,434210,144,259,6163,6803,213032,213999,237,58602,3697,8780,22682,31462,28154,159312,52985,78173,204877,129310,97930,268989,129252,54760,84572,19787,10025,42148
719,9,Uttar Pradesh,147,Gonda,183,3433919,1787146,1646773,1679994,1034181,645813,1170552,855848,314704,2263367,45517,104084,4313,31811,673578,52794,678171,425584,305644,192664,144067,118176,1873028,1620782,3493810,2223078,734903,464584,465245,248745,66742,2818,338812,203,614,2406,3782,217341,288071,559,188037,1831,17296,35174,52470,40008,178376,61929,76439,194853,109862,30149,303072,116129,43205,64383,14623,6555,51977
720,9,Uttar Pradesh,148,Gorakhpur,188,4440895,2277777,2163118,2700328,1593890,1106438,1351629,1016876,334753,3089266,149727,296619,14597,65360,761958,189170,873031,618398,560246,425913,316166,273903,3103910,1453960,4557870,2755630,992114,659677,601098,390206,213529,934,446270,308,807,4952,6993,262327,390464,926,238404,16143,14499,34258,48757,42604,242957,82855,117498,262941,140711,42575,392621,157629,60398,90919,20692,9829,54197
721,9,Uttar Pradesh,149,Hamirpur,28,454768,217070,237698,358091,180555,177536,241931,118724,123207,212837,34978,104120,2521,7525,196116,15232,37327,71107,72114,91184,64363,35620,376978,72551,449529,224044,123941,106641,94440,86909,93858,1443,5691,91,22,353,606,29624,69696,140,94807,208,6218,11549,17767,16803,64353,27573,19977,19251,3697,5748,65041,15955,3047,3478,383,48,20594
721,9,Uttar Pradesh,149,Hamirpur,168,1104285,593537,510748,653299,408125,245174,443655,308527,135128,660630,20175,55929,1196,11037,256081,55300,159593,238344,211029,103334,59914,59612,835920,364848,1200768,660774,260368,181109,201284,120259,68771,9366,158137,99,255,543,987,120508,47183,90,40314,588,7811,17299,25110,17595,88512,31830,39087,73892,22044,41867,139501,37669,9673,12348,2119,556,20040
722,9,Uttar Pradesh,661,Hapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,9,Uttar Pradesh,150,Hardoi,155,4092845,2191442,1901403,2221601,1374587,847014,1318946,1091952,226994,2773899,60689,95508,3845,32065,786613,121064,741817,906861,510507,247265,138583,103523,2657604,1481604,4139208,2598364,905306,559988,686741,341739,173556,28171,536236,52,231,2716,3208,258126,361033,209,137163,2003,24637,53475,78112,63641,273230,93974,115615,264829,92550,89562,472076,120921,31633,42033,8035,2365,73691
