S.No.,State Code,State Name,District Code,District Name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Non_Workers,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households
172,7,Delhi,670,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,7,Delhi,84,South West,97,2292958,1246046,1046912,1787689,1025261,762428,795352,667977,127375,1497606,423855,457784,94853,156635,41179,606503,152945,255177,313817,335645,308513,400800,1814620,278832,2093452,1296955,683209,308675,454597,432180,421100,37,81027,26,33,24345,31013,61397,373537,6609,350289,71283,21093,39474,60567,65714,279110,121252,92144,101534,21561,27838,319191,62544,15317,18468,2654,497,62569
174,7,Delhi,85,West,96,2543243,1356240,1187003,1961179,1093933,867246,874320,732598,141722,1668923,475985,520282,109666,171002,1809,699703,157606,318376,365913,369114,327114,440295,2032794,308139,2340933,1399165,732515,408953,514528,474955,471008,47,53711,57,24,11824,14623,76862,422438,2718,455131,32313,18592,41785,60377,71023,312245,133311,107911,123973,27108,24403,358891,78148,18322,21790,2948,520,64874
175,30,Goa,551,North Goa,585,818008,416677,401331,663060,351738,311322,327658,239125,88533,490350,132612,173951,23440,56266,115859,209230,40968,101521,148792,153887,87513,86781,636063,99538,735601,380926,260533,175035,173494,159976,140924,15156,461,1861,447,2293,5375,27004,144020,774,150059,388,9322,19791,29113,33201,114062,48962,31899,28595,7315,8061,122650,18253,3867,4750,736,147,33432
176,30,Goa,552,South Goa,586,640537,322463,318074,502427,264085,238342,249590,180411,69179,390947,102191,138810,17624,44299,88620,162873,29874,73039,119869,108989,64786,57460,463596,88577,552173,314480,194872,130605,137639,129135,116414,7809,645,2110,628,1742,4831,22951,113324,351,125635,467,7659,16552,24211,26670,90673,38349,25654,23123,5721,7453,96972,14089,2921,3563,511,131,29104
177,24,Gujarat,438,Ahmedabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,24,Gujarat,439,Amreli,480,1514190,771049,743141,995459,558180,437279,657139,453642,203497,857051,80378,273331,2538,12765,313714,116899,230474,412251,120625,149478,66785,50999,1039194,380595,1419789,836343,389892,282409,234962,201157,173045,10871,63392,46,1332,12457,14135,56216,191055,300,200362,32323,9403,31254,40657,27345,138082,51661,59076,94707,20625,46800,197142,57481,11458,13587,1775,354,25861
179,24,Gujarat,440,Anand,482,2092745,1087224,1005521,1551253,874481,676772,844794,627561,217233,1247951,147122,378310,9902,32523,413078,208909,257524,560542,229013,283571,127459,110351,1588947,360506,1949453,1134962,585093,366419,344329,254683,230571,9141,78937,55,188,3879,4193,98762,283725,71,323542,51975,18243,39860,58103,52344,231623,94775,84504,110412,27026,44677,266912,83841,20634,23887,2684,569,52524
180,24,Gujarat,672,Arvalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,24,Gujarat,441,Banas Kantha,469,3120506,1610379,1510127,1704923,1048402,656521,1248600,836268,412332,1871906,84832,396873,3424,23149,666773,137424,366867,859436,159433,226765,105372,66950,1799274,1207376,3006650,1984701,738412,394793,371169,229091,146022,19449,173436,103,945,8435,9611,170764,295278,128,347860,151670,12201,33643,45844,47925,260512,96516,116071,207431,47341,95086,379709,109776,24140,28756,3872,744,42887
182,24,Gujarat,442,Bharuch,488,1551019,805707,745312,1118276,623047,495229,627124,468919,158205,923895,121542,309091,10257,29531,300677,181319,161675,367060,164765,188539,83895,74380,1056350,273829,1330179,844298,442523,254728,308906,261660,204943,8934,58860,246,2217,7512,10087,95961,204663,112,253257,24691,15944,34619,50563,45366,190910,78625,66919,76472,17153,34474,225413,51877,9888,11477,1310,279,46331
183,24,Gujarat,443,Bhavnagar,481,2880365,1490201,1390164,1887255,1087371,799884,1150632,838781,311851,1729733,171327,500757,7297,28925,387251,356826,422461,929286,266953,281250,96241,93391,2103528,508664,2612192,1708938,720241,445121,422064,375112,292210,27398,78614,216,1966,24549,27433,99637,361542,702,390572,35266,16604,48849,65453,48541,253095,93364,111190,177277,46639,81285,365160,96941,24583,29895,4324,988,50468
184,24,Gujarat,676,Botad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,24,Gujarat,668,Chhotaudepur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,24,Gujarat,445,Dahod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,24,Gujarat,444,Dangs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,24,Gujarat,674,Devbhumi Dwarka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,24,Gujarat,446,Gandhinagar,473,1391753,723864,667889,1030494,582686,447808,534976,408075,126901,856777,132683,262539,12107,33662,237624,195634,136131,363156,133594,196456,95730,108400,1049555,246993,1296548,769329,391862,224886,206928,193174,171166,155,26098,51,166,2756,3004,53744,222079,31,257436,24410,11995,25521,37516,35462,163534,69002,59070,71905,14245,11377,185132,54958,13912,15891,1708,271,31219
190,24,Gujarat,675,Gir Somnath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,24,Gujarat,447,Jamnagar,477,2160119,1114192,1045927,1396534,795140,601394,847440,646822,200618,1312679,142974,386538,11573,30384,347158,299167,255785,491009,194057,199634,74029,87523,1320610,502873,1823483,1220598,576319,358455,318502,285899,242841,25079,70448,97,826,23668,26210,88844,276247,1619,290541,33615,13674,39434,53108,50008,225160,90161,84991,117869,28199,59245,289799,72984,16651,20091,2786,654,41462
192,24,Gujarat,448,Junagadh,479,2743082,1404356,1338726,1842818,1046981,795837,1123709,801859,321850,1619373,144561,498326,6628,26991,489237,287506,271762,700258,294811,311849,137505,139957,1886269,669022,2555291,1527888,749156,461650,423662,344568,313730,37903,100983,43,336,22362,24683,124396,317838,1942,336428,48359,15483,42703,58186,55458,276859,112463,108938,151329,40300,84440,356326,93723,22643,28084,4221,1220,48541
193,24,Gujarat,449,Kachchh,468,2092371,1096737,995634,1252319,739239,513080,776228,624704,151524,1316143,140067,403294,9631,31961,488293,250982,246956,469402,141345,157284,61366,60386,1150801,581952,1732753,1278604,524052,286086,309632,329920,280257,10534,25411,161,848,29040,35240,78224,313045,5191,367140,22738,25293,53172,78465,60591,229277,87578,81108,115066,21953,53492,311387,54655,9873,11511,1347,291,67208
194,24,Gujarat,450,Kheda,483,2299885,1185727,1114158,1660243,942480,717763,933983,674586,259397,1365902,99982,372226,5710,24502,461479,160547,295057,641541,250044,310341,148530,84223,1749234,482078,2231312,1260660,628221,388646,349334,220959,172599,18115,124935,55,1194,3096,4445,157901,233592,100,302055,68378,19249,42567,61816,52793,244695,99926,91976,127957,27666,70641,282924,98196,25028,28407,2852,527,52607
195,24,Gujarat,451,Mahesana,471,2035064,1056520,978544,1502645,847499,655146,812064,588699,223365,1223000,180985,385609,7759,33731,476005,183738,260278,467128,183468,266108,139208,130723,1474304,434497,1908801,1119451,554432,357578,340058,290574,232825,2485,37879,64,1257,4167,5549,74023,328355,61,375792,37143,18735,40893,59628,47276,232736,95739,89721,114271,19272,23529,277438,81587,16859,18980,1876,245,47902
196,24,Gujarat,669,Mahisagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,24,Gujarat,673,Morbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,24,Gujarat,452,Narmada,487,590297,301086,289211,370336,211767,158569,294795,174282,120513,295502,12997,101940,576,4081,138121,22248,76197,146661,58188,52687,28396,14748,380328,192780,573108,336830,157910,93466,116515,65190,27223,1577,74178,853,2028,294,3394,61283,40740,219,41369,5565,5372,13957,19329,13858,62416,23725,24833,34560,5734,20016,81228,23578,3599,4026,365,62,13207
199,24,Gujarat,453,Navsari,490,1329672,678165,651507,1001909,539471,462438,591834,407881,183953,737838,114620,267679,6726,24397,267739,141417,145678,266733,140235,190861,112460,85041,967020,261956,1228976,673014,390349,258957,281244,201380,168150,20273,115032,421,385,2393,3235,100295,157653,36,148017,50626,13415,29950,43365,41648,177608,78432,57528,61357,11846,36228,193250,49856,9119,10519,1213,187,40551
200,24,Gujarat,454,Panch Mahals,484,2390776,1226961,1163815,1440805,858054,582751,1097507,673565,423942,1293269,59096,398937,3456,19753,463363,104238,255905,601358,205420,283648,139773,71810,1575872,781582,2357454,1421859,599925,363391,421258,181557,121676,91728,202611,446,4067,2038,6927,204393,129165,376,121463,20886,16379,37573,53952,43567,206091,78388,84136,145983,40720,113188,276193,99169,21312,25136,3232,592,46248
201,24,Gujarat,455,Patan,470,1343734,694397,649337,837913,494631,343282,554830,383074,171756,788904,66310,223424,2231,12870,301483,102655,168990,364667,78731,129584,57494,46355,856932,452891,1309823,786357,341381,213465,194944,157715,123977,5572,21289,27,1351,2941,5698,59045,182619,1379,233095,20071,10572,24509,35081,28077,135333,51706,55550,83195,15565,27510,180187,48611,9905,11483,1328,250,28893
202,24,Gujarat,456,Porbandar,478,585449,300209,285240,393678,221621,172057,231169,174118,57051,354280,41686,117040,1653,5639,96015,87557,50588,150643,71637,63458,25119,22458,389163,137119,526282,314886,163777,105638,93729,79955,72287,15074,16239,23,129,5244,7758,30631,72890,2362,77490,6942,5244,12192,17436,15729,71173,29784,25660,30207,5953,21248,86848,18529,4023,4720,591,106,14672
203,24,Gujarat,457,Rajkot,476,3804558,1974445,1830113,2725056,1514075,1210981,1479050,1159480,319570,2325508,362140,747352,21785,67370,459474,721532,383780,913928,402240,540278,204306,266295,2740751,738660,3479411,2080568,1052871,659576,689314,593448,543342,12904,79342,238,1540,25539,29434,114748,605196,2117,651594,41220,24044,70528,94572,100983,446694,189220,156491,199955,41410,62687,530055,143427,30574,35598,4248,776,73551
204,24,Gujarat,458,Sabar Kantha,472,2428589,1244231,1184358,1578734,918625,660109,1084878,681435,403443,1343711,99037,438606,5262,25425,544024,121509,214062,597667,211423,333650,198963,110817,1691327,665058,2356385,1393131,630963,400905,371683,231094,182583,27599,138770,250,533,5089,5999,147230,251245,127,294228,69046,17669,39155,56824,49284,247442,98430,99728,145124,29107,80022,307792,102115,19061,21195,1883,251,47395
205,24,Gujarat,459,Surat,492,6081322,3402224,2679098,4571410,2687468,1883942,2553542,2142819,410723,3527780,815423,1252452,55694,149331,369840,1529998,566242,1332690,807021,896927,433651,379505,4495898,942150,5438048,3563443,1740746,723415,1275151,1150519,1103767,12286,207420,167,402,20722,21375,228438,1009087,84,1047402,117310,48229,126211,174440,193437,788695,340984,254274,276610,59925,62145,854742,178819,42215,49399,6081,1103,216710
206,24,Gujarat,460,Surendranagar,475,1756268,909917,846351,1093626,643221,450405,723500,504038,219462,1032768,77857,302068,2975,15309,340788,159810,234873,482679,165406,172947,61164,58389,1189959,493427,1683386,1033435,439352,280582,268228,192991,120741,33588,32482,52,2405,13489,19785,75387,198405,3839,238259,19438,13171,33356,46527,32661,166727,64199,69867,105628,23455,68545,232100,62623,13614,15812,1825,373,31802
207,24,Gujarat,641,Tapi,493,807022,402188,404834,490036,269007,221029,450902,251049,199853,356120,27759,142370,1601,7567,192272,26217,84559,174139,75545,86580,49482,31743,510815,292102,802917,422047,235019,144575,171225,105297,49441,12617,111985,161,413,365,956,92473,49776,17,45663,14494,6229,20345,26574,21094,99536,43948,34494,43995,5612,33468,115871,37259,4405,4905,425,75,17682
208,24,Gujarat,461,Vadodara,486,4165626,2153736,2011890,2893080,1614087,1278993,1693473,1233312,460161,2472153,411734,798277,53606,117818,547454,692971,396624,865726,457662,504732,268451,314960,2868332,910219,3778551,2213474,1190041,733710,820324,632580,543474,16732,198108,1387,5373,7232,14552,218599,567053,560,639002,39945,35169,87480,122649,124359,502358,212808,165191,206020,49094,94469,566507,172826,36738,42196,4634,824,98592
209,24,Gujarat,462,Valsad,491,1705678,887222,818456,1170657,655528,515129,743245,516188,227057,962433,137209,329218,11020,31285,262410,235981,165459,303197,171712,212318,123281,90912,1093866,405928,1499794,944532,485874,259906,346809,232568,170861,29603,189033,2348,2848,2128,7837,128462,163491,513,119981,66781,15275,35681,50956,51136,208732,88946,68650,84074,18166,69975,240251,59697,11282,13020,1482,256,48960
210,6,Haryana,58,Ambala,70,1128350,598703,529647,818025,461288,356737,372139,320120,52019,756211,121622,199681,12899,32767,175365,139891,89558,170110,161844,163544,97980,91472,793235,222031,1015266,617859,308126,201685,193627,186183,142922,252,32215,51,32,863,1052,27750,175374,106,173860,14874,5230,13528,18758,22812,120894,51168,46914,54266,14153,4947,136640,39766,10339,12555,1841,375,19110
211,6,Haryana,59,Bhiwani,81,1634445,866672,767773,1069871,643158,426713,623006,430678,192328,1011439,88938,266244,5292,25236,357047,99235,186145,223049,198307,218631,148995,104875,1093788,459364,1553152,964960,405760,261428,289221,241914,175689,22116,68692,67,347,5860,9831,84400,164410,3557,203509,36262,5367,16409,21776,30859,175604,75191,69554,88960,22472,60002,198703,58683,17581,20686,2605,500,30740
212,6,Haryana,701,Charkhi Dadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,6,Haryana,60,Faridabad,88,1809733,966110,843623,1272739,734940,537799,579229,476933,102296,1230504,258422,333171,43437,82673,87700,382981,137902,220384,198551,282666,178846,259933,1306146,346567,1652713,1095602,481318,231029,334623,313812,296399,188,114361,117,187,20596,26539,65216,253688,5639,211123,46224,10026,24687,34713,42722,201457,84281,74454,94686,22210,34162,244743,54372,14109,17481,2764,608,36470
214,6,Haryana,61,Fatehabad,78,942011,495360,446651,557578,327471,230107,369083,263498,105585,572928,51693,153301,3210,13142,203020,55360,103541,136663,99948,93526,61476,37741,542399,344534,886933,555745,237009,147469,159106,152219,134586,228,41039,28,1970,1355,5126,39877,122912,1773,128708,25578,3026,9731,12757,17216,99951,41231,41504,51558,11828,13305,118034,32676,8838,10397,1302,257,14987
215,6,Haryana,62,Gurugram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,6,Haryana,63,Hisar,80,1743931,931562,812369,1114311,670200,444111,691621,488321,203300,1052310,110495,285004,10132,33400,302013,154113,197303,230074,194595,202792,144626,105346,1093767,505251,1599018,1017830,456536,265109,305078,273915,231144,12798,78490,53,4199,2895,11939,76543,194669,4792,218535,11612,5846,17116,22962,32391,188751,80345,76015,91914,21419,53834,215575,60114,16187,18978,2326,465,30379
217,6,Haryana,64,Jhajjar,83,958405,514667,443738,676091,399480,276611,326534,250020,76514,631871,70149,168558,5034,19241,211816,78328,90737,109829,115794,145258,97457,58826,627288,201028,828316,549975,245095,162356,170101,153834,123545,5301,36644,41,173,4715,6599,36547,114081,1670,133448,14363,3807,10084,13891,19716,105616,45175,40725,50636,13257,32772,114239,35840,9978,11871,1604,289,21450
218,6,Haryana,65,Jind,77,1334152,713006,621146,832758,502049,330709,523422,368277,155145,810730,78386,222462,5263,23750,278335,89665,136892,185626,151682,154773,107994,64599,815843,419624,1235467,784085,335704,213478,221117,186317,146428,15600,89084,39,542,4981,6732,73935,119784,1170,129177,43302,4228,13046,17274,23783,134056,55033,55240,73299,19953,50863,153267,48467,13086,15718,2146,486,27130
219,6,Haryana,66,Kaithal,73,1074304,571003,503301,646529,385782,260747,373899,292696,81203,700405,62668,187349,3724,15301,231091,75696,119345,158239,124682,117753,82297,51043,662470,369869,1032339,630194,265813,176320,173902,153556,126896,1443,77712,36,354,2845,4132,60650,114419,897,116339,45149,3676,11442,15118,19624,111504,45618,46262,59344,14255,25152,128054,39137,9894,11896,1683,319,21134
220,6,Haryana,67,Karnal,74,1505324,797712,707612,978013,564516,413497,516062,411646,104416,989262,143133,267223,11163,29253,292682,135920,155839,231354,188040,183590,124790,101387,1004186,429220,1433406,884972,380409,234684,252406,238149,215989,151,51117,46,84,3100,3507,45033,225116,277,229500,29657,5761,17461,23222,29082,161777,66304,66391,81876,17676,14402,189917,52737,12985,15700,2215,500,26197
221,6,Haryana,68,Kurukshetra,72,964655,510976,453679,646893,370828,276065,336780,268556,68224,627875,90150,171908,7356,21951,203553,88268,94530,145392,118107,120790,81964,71007,642789,266638,909427,552034,250830,160216,158156,152922,136321,40,25561,42,17,934,1052,28663,144159,59,152471,23107,3540,11148,14688,18809,104115,43935,41371,48824,11764,6569,115218,33776,9014,10985,1618,353,19412
222,6,Haryana,69,Mahendragarh,84,922088,486665,435423,630255,380440,249815,338584,232935,105649,583504,45359,135455,2624,13908,223726,44216,94273,135849,126291,132765,94245,60296,654072,245602,899674,530000,229392,161258,152743,113329,74605,4493,40151,51,60,7081,12890,55460,80378,5698,108389,37955,2971,8947,11918,17146,91491,39036,35309,49530,15586,32687,100023,37004,13048,15919,2295,576,15579
223,6,Haryana,604,Nuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,6,Haryana,619,Palwal,89,1042708,554497,488211,599796,379696,220100,309563,241464,68099,733145,46498,132606,4283,16736,186069,63090,125474,142156,113940,102626,65963,43780,602312,393825,996137,684189,224043,133913,142348,112618,74531,4463,60655,33,28,5148,6137,43873,95524,928,95032,11507,2281,7953,10234,11985,71054,25760,33309,63475,23047,28413,109785,32682,11484,14535,2441,610,10808
225,6,Haryana,70,Panchkula,69,561293,299679,261614,405318,229862,175456,211479,164865,46614,349814,69687,103455,18615,32174,70895,93656,45607,73584,60177,69163,48306,83256,388559,119222,507781,309078,157076,93606,103319,94560,77967,558,5218,477,318,880,2119,22286,82195,444,99720,3329,4053,9104,13157,14305,65612,28779,22528,25585,5882,5755,74902,18116,4455,5295,680,160,11923
226,6,Haryana,71,Panipat,75,1205437,646857,558580,786599,464136,322463,412318,328667,83651,793119,121846,209965,10024,26719,173502,153804,118873,170565,143466,141473,91756,75774,752884,296212,1049096,739075,298764,167244,201026,191098,176766,712,69876,33,208,2672,3380,53544,148894,467,145881,41486,4783,13209,17992,23156,123573,50265,50152,65067,13756,17950,152367,37420,8949,10817,1543,325,19784
227,6,Haryana,72,Rewari,85,900332,474335,425997,636947,375453,261494,337727,235326,102401,562605,62667,152651,5121,18092,199449,69305,81280,120860,122617,139646,95807,65143,635173,206827,842000,518747,230704,150557,159721,134804,100436,2055,37962,34,147,3439,5393,35782,114709,1773,122608,24732,3879,10224,14103,18914,97233,42148,36171,45917,11875,18637,105725,34760,10257,12265,1655,353,16378
228,6,Haryana,73,Rohtak,82,1061204,568479,492725,747582,436025,311557,345967,272646,73321,715237,94633,193120,8482,27225,175203,131739,117097,150903,140782,168499,109596,100346,808357,248795,1057152,605741,269354,185685,190149,174390,147990,8169,35577,34,1086,2431,3991,37780,136781,440,154010,10545,4261,11498,15759,21602,118044,50316,46126,55628,13502,28372,133362,37417,9594,11401,1525,282,20753
229,6,Haryana,74,Sirsa,79,1295189,682582,612607,782897,456968,325929,502003,369462,132541,793186,70538,215527,6287,22706,245476,93316,141766,201349,153263,134559,83373,61620,792628,412353,1204981,750228,334344,208185,215779,216307,215371,178,26345,61,3363,1968,7298,33381,196564,1906,204475,19947,4202,13126,17328,23790,135060,57070,54200,70339,17490,10272,157925,45978,13988,16392,1996,408,19922
230,6,Haryana,75,Sonipat,76,1450001,781299,668702,998316,589881,408435,523179,391085,132094,926822,126009,253054,9029,30697,283858,133576,138489,200458,182396,224639,150760,101186,1017189,344813,1362002,855201,360216,233318,248760,224790,183719,5630,91587,29,626,4761,6267,65828,171176,851,164405,59531,6555,15548,22103,26720,150015,61743,61552,78258,19282,32654,174200,51229,13154,15863,2262,447,28366
231,6,Haryana,76,Yamunanagar,71,1214205,646718,567487,832457,474793,357664,389233,342343,46890,824972,109080,217503,8079,25129,214464,143259,107222,194654,164652,159311,99170,82532,826207,319428,1145635,694813,317708,201386,205250,193584,148667,360,48584,46,376,1494,1987,30238,189997,71,176944,12740,5490,14053,19543,23263,128240,53029,51948,64638,15742,7928,152818,41829,10321,12547,1836,390,20969
232,2,Himachal Pradesh,15,Bilaspur,30,381956,192764,189192,287620,155599,132021,205871,111543,94328,176085,17262,79146,1574,6281,152458,11987,35817,59489,53515,64730,45695,25474,287961,65864,353825,193671,107367,80497,58346,61113,56814,2143,5617,513,43,1663,2978,28605,42589,759,67847,477,3819,6685,10504,9924,46905,21119,15862,18706,4338,9259,50624,15387,3523,4063,459,81,10379
232,2,Himachal Pradesh,15,Bilaspur,406,2663629,1351574,1312055,1596560,932474,664086,1203197,715467,487730,1460432,77727,519704,8566,30892,549632,188174,382091,407692,337793,189296,152838,134637,1624001,943112,2567113,1625484,655032,380114,586579,135945,171271,67248,385255,843,3051,2324,7549,310140,143705,1331,152156,41286,36885,84460,121345,88162,321189,118976,114051,148587,24774,162050,464063,57480,10850,13773,2306,617,80579
233,2,Himachal Pradesh,16,Chamba,23,519080,261320,257760,323842,186064,137778,294035,158791,135244,225045,21458,96082,1615,5117,186395,13836,56272,96789,67653,64515,40440,15506,344427,154575,499002,306555,130606,81566,92819,46292,52553,131,1031,1834,371,1749,4108,55088,36220,154,96451,9,5229,6765,11994,10046,52526,20811,21669,31977,5475,10664,66941,17582,2765,3143,323,55,14306
234,2,Himachal Pradesh,17,Hamirpur,28,454768,217070,237698,358091,180555,177536,241931,118724,123207,212837,34978,104120,2521,7525,196116,15232,37327,71107,72114,91184,64363,35620,376978,72551,449529,224044,123941,106641,94440,86909,93858,1443,5691,91,22,353,606,29624,69696,140,94807,208,6218,11549,17767,16803,64353,27573,19977,19251,3697,5748,65041,15955,3047,3478,383,48,20594
234,2,Himachal Pradesh,17,Hamirpur,168,1104285,593537,510748,653299,408125,245174,443655,308527,135128,660630,20175,55929,1196,11037,256081,55300,159593,238344,211029,103334,59914,59612,835920,364848,1200768,660774,260368,181109,201284,120259,68771,9366,158137,99,255,543,987,120508,47183,90,40314,588,7811,17299,25110,17595,88512,31830,39087,73892,22044,41867,139501,37669,9673,12348,2119,556,20040
235,2,Himachal Pradesh,18,Kangra,24,1510075,750591,759484,1152640,606443,546197,675170,403756,271414,834905,148361,330081,8053,22753,588321,39007,127699,243617,223099,284124,192936,91236,1176288,271892,1448180,766581,419172,319420,299890,229975,220258,4712,18358,1441,237,3377,5699,105689,200604,644,301016,1716,15746,29154,44900,49211,213017,92030,71776,68294,10196,30114,220761,52298,8867,10052,1056,129,53296
236,2,Himachal Pradesh,19,Kinnaur,34,84121,46249,37872,60699,36697,24002,56273,33863,22410,27848,10740,17865,354,2563,44514,0,9400,13749,11437,11140,7871,5118,59428,16944,76372,42360,26599,15075,16851,13902,13521,42,130,282,174,561,1115,6083,11752,98,17996,86,2813,2912,5725,2817,9423,3672,2934,3758,629,1700,10752,2106,207,235,19,9,6442
237,2,Himachal Pradesh,20,Kullu,26,437903,225452,212451,307672,174550,133122,269084,148829,120255,168819,40064,91322,2623,7010,167995,20709,48384,77363,61854,58122,39081,23168,310349,103136,413485,244727,120510,72282,90542,66129,55831,568,1753,794,610,2918,4773,38399,46354,451,87848,271,6409,8723,15132,11656,53737,23630,18451,22985,3691,10792,62549,14979,2492,2794,272,30,15223
238,2,Himachal Pradesh,21,Lahul AND Spiti,25,31564,16588,14976,21845,12897,8948,19295,10763,8532,12269,2046,5618,61,252,17434,0,3776,5042,4011,3934,3557,2378,22817,6515,29332,15928,9181,6200,6448,4946,5232,1,339,46,78,101,225,4036,1719,0,6123,0,1003,621,1624,795,2947,1105,1047,1695,429,940,3621,925,137,159,21,1,1990
239,2,Himachal Pradesh,22,Mandi,27,999777,498065,501712,723747,393669,330078,572671,297464,275207,427106,59324,214491,5333,16401,431129,31696,100052,159043,132147,180188,128549,54139,763468,218570,982038,524285,279321,194661,196933,175038,181985,1899,1860,470,455,2854,4828,84301,123062,1049,209375,142,11117,20457,31574,29022,130468,59385,42061,48770,9182,12631,141425,40350,7803,8883,934,146,29336
240,2,Himachal Pradesh,23,Shimla,33,814010,425039,388971,612642,342846,269796,430926,258628,172298,383084,108888,172754,9177,24127,279269,95896,69967,113536,113305,141490,95341,80414,623801,137576,761377,425721,241956,145577,160066,153356,123535,2187,1382,1051,1134,4795,8370,58532,102066,1390,166551,70,14631,18780,33411,25892,102290,44780,31618,37051,8018,20172,114928,25903,4965,5765,688,112,34174
241,2,Himachal Pradesh,24,Sirmaur,32,529855,276289,253566,362645,205617,157028,280083,169399,110684,249772,28904,91509,2220,8593,171102,21054,57853,100123,78103,67080,38282,23352,368841,140486,509327,310244,136839,82471,76236,74088,60246,2064,8795,1993,1297,3558,7958,40315,39659,1110,75607,1045,4217,6645,10862,9085,47460,19481,18894,29490,9278,17116,61976,18571,3769,4665,709,187,11878
242,2,Himachal Pradesh,25,Solan,31,580320,308754,271566,428578,244372,184206,298737,190001,108736,281583,53722,119866,5250,14478,192787,51509,50331,89407,83992,95232,59363,36803,423408,104084,527492,321533,167168,90808,109878,105861,90587,2249,6105,1683,472,5371,8674,35692,74848,1148,103964,3148,8513,11613,20126,15608,68774,30610,22556,27001,7452,12813,74573,19282,5062,6076,857,157,23422
243,2,Himachal Pradesh,26,Una,29,521173,263692,257481,399715,213281,186434,215346,141612,73734,305827,43809,105929,2412,8238,185091,20126,51838,87913,81256,105204,60626,32120,424468,87735,512203,273223,142351,105358,92378,87268,66103,2205,11627,78,48,353,607,30021,71588,128,93873,2419,4431,8047,12478,13184,65541,27689,24668,26829,4851,8090,71424,18538,3527,4086,498,61,15651
244,1,Jammu And Kashmir,1,Anantnag,14,1078692,559767,518925,545532,324417,221115,389684,244032,145652,689008,28984,114899,2712,8612,207067,70666,73719,99059,129174,97121,52407,41570,502210,337265,839475,704145,239988,133519,137410,98110,80917,1024,12424,2531,19048,2564,25349,40538,71259,1206,103058,2010,1542,5158,6700,11464,58558,20510,26584,48155,29574,31190,105428,20950,3338,3880,432,110,12729
