S.No.,State Code,State Name,District Code,District Name,Area (km2)[5],Population (2011)[5],Population density (per km2)
489,21,Odisha,351,Deogarh,,,
490,21,Odisha,352,Dhenkanal,4452,1192811,268
491,21,Odisha,353,Gajapati,3850,577817,150
492,21,Odisha,354,Ganjam,8206,3529031,430
493,21,Odisha,355,Jagatsinghapur,1759,1136971,646
494,21,Odisha,356,Jajapur,,,
495,21,Odisha,357,Jharsuguda,2081,579505,278
496,21,Odisha,358,Kalahandi,7920,1576869,199
497,21,Odisha,359,Kandhamal,7654,733110,96
498,21,Odisha,360,Kendrapara,2644,1440361,545
499,21,Odisha,361,Kendujhar,8303,1801733,217
500,21,Odisha,362,Khordha,2813,2251673,800
501,21,Odisha,363,Koraput,8807,1379647,157
502,21,Odisha,364,Malkangiri,5791,613192,106
503,21,Odisha,365,Mayurbhanj,10418,2519738,242
504,21,Odisha,366,Nabarangpur,5294,1220946,231
505,21,Odisha,367,Nayagarh,3890,962789,247
506,21,Odisha,368,Nuapada,3852,610382,158
507,21,Odisha,369,Puri,3051,1698730,557
508,21,Odisha,370,Rayagada,7073,967911,137
509,21,Odisha,371,Sambalpur,6702,1041099,155
510,21,Odisha,372,Sonepur,,,
511,21,Odisha,373,Sundargarh,9712,2093437,215
512,34,Puducherry,598,Karaikal,160,"200,222","1,252"
513,34,Puducherry,600,Puducherry,,,
514,3,Punjab,27,Amritsar,2647,2490891,932
515,3,Punjab,605,Barnala,1410,596294,419
516,3,Punjab,28,Bathinda,3385,1388859,414
517,3,Punjab,29,Faridkot,1469,618008,424
518,3,Punjab,30,Fatehgarh Sahib,1180,599814,508
519,3,Punjab,651,Fazilka,,,
520,3,Punjab,31,Ferozepur,,,
521,3,Punjab,32,Gurdaspur,2635,2299026,649
522,3,Punjab,33,Hoshiarpur,3365,1582793,466
523,3,Punjab,34,Jalandhar,2632,2181753,831
524,3,Punjab,35,Kapurthala,1632,817668,501
525,3,Punjab,36,Ludhiana,3767,3487882,975
526,3,Punjab,737,Malerkotla,837,452016,540
527,3,Punjab,37,Mansa,2171,768808,350
528,3,Punjab,38,Moga,2216,992289,444
529,3,Punjab,662,Pathankot,929,676598,728
530,3,Punjab,41,Patiala,3218,1892282,596
531,3,Punjab,42,Rupnagar,1369,683349,488
532,3,Punjab,43,Sangrur,2848,1203153,422
533,3,Punjab,608,S.A.S Nagar,,,
534,3,Punjab,40,Shahid Bhagat Singh Nagar,,,
535,3,Punjab,39,Sri Muktsar Sahib,2615,902702,348
536,3,Punjab,609,Tarn Taran,2449,1120070,464
537,8,Rajasthan,86,Ajmer,8481,1531974,
538,8,Rajasthan,87,Alwar,8380,2015275,
539,8,Rajasthan,776,Anupgarh,,,
540,8,Rajasthan,775,Balotra,,1115751,
541,8,Rajasthan,88,Banswara,5037,1798194,
542,8,Rajasthan,89,Baran,6992,1223921,
543,8,Rajasthan,90,Barmer,28387,1488000,
544,8,Rajasthan,774,Beawar,,1094918,
545,8,Rajasthan,91,Bharatpur,5066,1475707,
546,8,Rajasthan,92,Bhilwara,10455,1589543,
547,8,Rajasthan,93,Bikaner,30247,2367745,
548,8,Rajasthan,94,Bundi,5550,1113725,
549,8,Rajasthan,95,Chittorgarh,7822,1544392,
550,8,Rajasthan,96,Churu,13858,2041172,
551,8,Rajasthan,97,Dausa,3432,1637226,
552,8,Rajasthan,767,Deeg,,1072755,
553,8,Rajasthan,98,Dholpur,3084,1207293,
554,8,Rajasthan,768,Didwana-Kuchaman,,1625837,
555,8,Rajasthan,769,Dudu,,,
556,8,Rajasthan,99,Dungarpur,3770,1388906,
557,8,Rajasthan,100,Ganganagar,,,
558,8,Rajasthan,771,Gangapurcity,,,
559,8,Rajasthan,101,Hanumangarh,9656,1774692,
560,8,Rajasthan,102,Jaipur,11152,6046835,
561,8,Rajasthan,783,Jaipur (Gramin),,,
562,8,Rajasthan,103,Jaisalmer,38401,669919,
563,8,Rajasthan,104,Jalore,10640,1828730,
564,8,Rajasthan,105,Jhalawar,6928,1411129,
565,8,Rajasthan,106,Jhunjhunu,5928,2137045,
566,8,Rajasthan,107,Jodhpur,22850,2955582,
567,8,Rajasthan,778,Jodhpur (Gramin),,,
568,8,Rajasthan,108,Karauli,5043,1458248,
569,8,Rajasthan,781,Kekri,,,
570,8,Rajasthan,770,Khairthal-Tijara,,966821,
571,8,Rajasthan,109,Kota,5217,1951014,
572,8,Rajasthan,782,Kotputli-Behror,,1271426,
573,8,Rajasthan,110,Nagaur,17718,1605543,
574,8,Rajasthan,773,Neem Ka Thana,,,
575,8,Rajasthan,111,Pali,12387,1605543,
576,8,Rajasthan,772,Phalodi,,731583,
577,8,Rajasthan,629,Pratapgarh,4117,867848,
577,8,Rajasthan,629,Pratapgarh,3717,3209141,863
578,8,Rajasthan,112,Rajsamand,4550,1156597,
579,8,Rajasthan,777,Salumbar,,570775,
580,8,Rajasthan,779,Sanchore,,,
581,8,Rajasthan,113,Sawai Madhopur,10527,1335551,
582,8,Rajasthan,780,Shahpura,,,
583,8,Rajasthan,114,Sikar,7742,2677333,
584,8,Rajasthan,115,Sirohi,5136,1036346,
585,8,Rajasthan,116,Tonk,7194,1421326,
586,8,Rajasthan,117,Udaipur,11724,2497645,
587,11,Sikkim,225,Gangtok,954,"281,293",295
588,11,Sikkim,228,Gyalshing,"1,166","136,299",117
589,11,Sikkim,226,Mangan,"4,226","43,354",10
590,11,Sikkim,227,Namchi,750,"146,742",196
591,11,Sikkim,741,Pakyong,404,"74,583",180
592,11,Sikkim,742,Soreng,293,"64,760",221
593,33,Tamil Nadu,610,Ariyalur,2027.6,754894,372
594,33,Tamil Nadu,730,Chengalpattu,2802.6,2556244,912
595,33,Tamil Nadu,568,Chennai,,,
596,33,Tamil Nadu,569,Coimbatore,4950.7,3458045,699
597,33,Tamil Nadu,570,Cuddalore,3870,2605914,673
598,33,Tamil Nadu,571,Dharmapuri,4735.7,1506843,318
599,33,Tamil Nadu,572,Dindigul,6289.1,2159775,343
600,33,Tamil Nadu,573,Erode,6036,2251744,373
601,33,Tamil Nadu,729,Kallakurichi,3440.8,1370281,398
602,33,Tamil Nadu,574,Kancheepuram,1800.2,1166401,648
603,33,Tamil Nadu,575,Kanniyakumari,,,
604,33,Tamil Nadu,576,Karur,3022.3,1064493,352
605,33,Tamil Nadu,577,Krishnagiri,5414.4,1883731,348
606,33,Tamil Nadu,578,Madurai,3846.4,3038252,790
607,33,Tamil Nadu,735,Mayiladuthurai,1237.1,918356,742
608,33,Tamil Nadu,579,Nagapattinam,1459,697069,478
609,33,Tamil Nadu,580,Namakkal,3573.4,1726601,483
610,33,Tamil Nadu,581,Perambalur,1836.6,565223,308
611,33,Tamil Nadu,582,Pudukkottai,4847.8,1618345,334
612,33,Tamil Nadu,583,Ramanathapuram,4243.1,1353445,319
613,33,Tamil Nadu,731,Ranipet,2234.3,1210277,542
614,33,Tamil Nadu,584,Salem,5245,3482056,669
615,33,Tamil Nadu,585,Sivaganga,4086,1339101,328
616,33,Tamil Nadu,733,Tenkasi,2916.1,1407627,483
617,33,Tamil Nadu,586,Thanjavur,3396.6,2405890,708
618,33,Tamil Nadu,588,Theni,3066,1245899,406
619,33,Tamil Nadu,587,The Nilgiris,,,
620,33,Tamil Nadu,589,Tiruvallur,3444.2,3728104,1082
621,33,Tamil Nadu,590,Tiruvarur,2161,1264277,585
622,33,Tamil Nadu,594,Thoothukudi,4621,1750176,379
623,33,Tamil Nadu,591,Tiruchirappalli,4407,2722290,618
624,33,Tamil Nadu,592,Tirunelveli,3842.4,1665253,433
625,33,Tamil Nadu,732,Tirupathur,1792.9,1111812,620
626,33,Tamil Nadu,634,Tiruppur,5186.3,2479052,478
627,33,Tamil Nadu,593,Tiruvannamalai,6191,2464875,398
628,33,Tamil Nadu,595,Vellore,2222.1,1614242,726
629,33,Tamil Nadu,596,Viluppuram,3725.5,2093003,562
630,33,Tamil Nadu,597,Virudhunagar,4288,1942288,453
631,36,Telangana,501,Adilabad,4153,708972,171
632,36,Telangana,690,Bhadradri kothagudem,7483,1069261,143
633,36,Telangana,686,Hanumakonda,1309,1080858,826
634,36,Telangana,507,Hyderabad,217,3943323,18172
635,36,Telangana,681,Jagitial,,,
636,36,Telangana,689,Jangoan,,,
637,36,Telangana,687,Jayashankar Bhupalpally,2293,416763,180
638,36,Telangana,695,Jogulamba Gadwal,2928,609990,208
639,36,Telangana,685,Kamareddy,3652,972625,266
640,36,Telangana,508,Karimnagar,2128,1005711,473
641,36,Telangana,509,Khammam,4361,1401639,321
642,36,Telangana,699,Kumuram Bheem Asifabad,4878,515812,106
643,36,Telangana,688,Mahabubabad,2877,774549,269
644,36,Telangana,512,Mahabubnagar,2738,919903,340
645,36,Telangana,684,Mancherial,4016,807037,201
646,36,Telangana,513,Medak,2786,767428,275
647,36,Telangana,700,MedchalâMalkajgiri,1084,2440073,2251
648,36,Telangana,720,Mulugu,3881,257744,66
649,36,Telangana,694,Nagarkurnool,6545,893308,142
650,36,Telangana,514,Nalgonda,7122,1618416,227
651,36,Telangana,721,Narayanpet,2336,566874,240
652,36,Telangana,680,Nirmal,3845,709418,185
653,36,Telangana,516,Nizamabad,4288,1571022,366
654,36,Telangana,682,Peddapalli,2236,795332,356
655,36,Telangana,683,Rajanna Sircilla,2019,552037,273
656,36,Telangana,518,Ranga Reddy,5031,2446265,486
657,36,Telangana,691,Sangareddy,4403,1527628,347
658,36,Telangana,692,Siddipet,3632,1012065,279
659,36,Telangana,696,Suryapet,3607,1099560,305
660,36,Telangana,698,Vikarabad,3386,927140,274
661,36,Telangana,693,Wanaparthy,2152,577758,268
662,36,Telangana,522,Warangal,2175,718537,330
663,36,Telangana,697,Yadadri Bhuvanagiri,,,
664,38,The Dadra And Nagar Haveli And Daman And Diu,465,Dadra and Nagar Haveli,491,342853,698.27
665,38,The Dadra And Nagar Haveli And Daman And Diu,463,Daman,72,190855,2650.76
666,38,The Dadra And Nagar Haveli And Daman And Diu,464,Diu,40,52056,1301.4
667,16,Tripura,269,Dhalai,2426,378000,
668,16,Tripura,654,Gomati,1522.8,441538,
669,16,Tripura,652,Khowai,1377.28,327564,
670,16,Tripura,270,North Tripura,1422.19,415946,
671,16,Tripura,653,Sepahijala,,,
672,16,Tripura,271,South Tripura,1514.3,453079,
673,16,Tripura,655,Unakoti,686.97,298574,
674,16,Tripura,272,West Tripura,983.63,918200,
675,5,Uttarakhand,45,Almora,3083,621972,201
676,5,Uttarakhand,46,Bageshwar,2302,259840,113
677,5,Uttarakhand,47,Chamoli,8030,391114,49
678,5,Uttarakhand,48,Champawat,1781,259315,146
679,5,Uttarakhand,49,Dehradun,3088,1695860,550
680,5,Uttarakhand,50,Haridwar,2360,1927029,817
681,5,Uttarakhand,51,Nainital,3860,955128,247
682,5,Uttarakhand,52,Pauri Garhwal,5399,686572,127
683,5,Uttarakhand,53,Pithoragarh,7100,485993,68
684,5,Uttarakhand,54,Rudraprayag,1890,236857,125
685,5,Uttarakhand,55,Tehri Garhwal,4080,616409,151
686,5,Uttarakhand,56,Udham Singh Nagar,2908,1648367,567
687,5,Uttarakhand,57,Uttarkashi,8016,329686,41
688,9,Uttar Pradesh,118,Agra,4041,4418797,1093
689,9,Uttar Pradesh,119,Aligarh,3788,3673889,1007
690,9,Uttar Pradesh,121,Ambedkar Nagar,2350,2397888,1020
691,9,Uttar Pradesh,640,Amethi,2329.11,2050133,773
692,9,Uttar Pradesh,154,Amroha,2249,1840221,818
693,9,Uttar Pradesh,122,Auraiya,2016,1379545,684
694,9,Uttar Pradesh,140,Ayodhya,2522,2470996,1056
695,9,Uttar Pradesh,123,Azamgarh,4054,4613913,1138
696,9,Uttar Pradesh,124,Baghpat,,,
697,9,Uttar Pradesh,125,Bahraich,2981,3487731,1170
698,9,Uttar Pradesh,126,Ballia,3349,3239774,967
699,9,Uttar Pradesh,127,Balrampur,6016.34,730491,100
699,9,Uttar Pradesh,127,Balrampur,4408,2148665,487
700,9,Uttar Pradesh,128,Banda,4402,1799410,409
701,9,Uttar Pradesh,129,Barabanki,4120,3260699,791
702,9,Uttar Pradesh,130,Bareilly,2688,4448359,1655
703,9,Uttar Pradesh,131,Basti,4561,2464464,540
704,9,Uttar Pradesh,179,Bhadohi,1646,1715183,1042
705,9,Uttar Pradesh,132,Bijnor,4262,3682713,864
706,9,Uttar Pradesh,133,Budaun,4234,3127621,2368
707,9,Uttar Pradesh,134,Bulandshahr,4441,3499171,776
708,9,Uttar Pradesh,135,Chandauli,2541,1952756,768
709,9,Uttar Pradesh,136,Chitrakoot,3216,991730,308
710,9,Uttar Pradesh,137,Deoria,2540,3100946,1221
711,9,Uttar Pradesh,138,Etah,2431,1774480,730
712,9,Uttar Pradesh,139,Etawah,2311,1581810,684
713,9,Uttar Pradesh,141,Farrukhabad,2181,1885204,864
714,9,Uttar Pradesh,142,Fatehpur,4152,2632733,634
715,9,Uttar Pradesh,143,Firozabad,2407,2498156,1038
716,9,Uttar Pradesh,144,Gautam Buddha Nagar,720,1648115,2288
717,9,Uttar Pradesh,145,Ghaziabad,1179,3343334,2836
718,9,Uttar Pradesh,146,Ghazipur,3377,3620268,1072
719,9,Uttar Pradesh,147,Gonda,4003,3433919,858
720,9,Uttar Pradesh,148,Gorakhpur,3321,4440895,1337
721,9,Uttar Pradesh,149,Hamirpur,1118,454768,407
721,9,Uttar Pradesh,149,Hamirpur,4021,1104285,275
722,9,Uttar Pradesh,661,Hapur,649,1338311,2061
723,9,Uttar Pradesh,150,Hardoi,5986,4092845,684
724,9,Uttar Pradesh,163,Hathras,1840,1564708,850
725,9,Uttar Pradesh,151,Jalaun,4565,1689974,370
726,9,Uttar Pradesh,152,Jaunpur,4038,4494204,1113
727,9,Uttar Pradesh,153,Jhansi,5024,1998603,398
728,9,Uttar Pradesh,155,Kannauj,2093,1656616,792
729,9,Uttar Pradesh,156,Kanpur Dehat,3021,1796184,595
730,9,Uttar Pradesh,157,Kanpur Nagar,3155,4581268,1452
731,9,Uttar Pradesh,633,Kasganj,1955,1436719,735
732,9,Uttar Pradesh,158,Kaushambi,1779,1599596,899
733,9,Uttar Pradesh,159,Kheri,,,
734,9,Uttar Pradesh,160,Kushinagar,2905,4021243,1200
735,9,Uttar Pradesh,161,Lalitpur,5039,1221592,242
736,9,Uttar Pradesh,162,Lucknow,2528,4589838,1816
737,9,Uttar Pradesh,165,Mahoba,3144,875958,279
738,9,Uttar Pradesh,164,Maharajganj,2952,2684703,909
739,9,Uttar Pradesh,166,Mainpuri,2760,1868529,677
740,9,Uttar Pradesh,167,Mathura,3340,2547184,763
741,9,Uttar Pradesh,168,Mau,1713,2205968,1288
742,9,Uttar Pradesh,169,Meerut,2559,3443689,1346
743,9,Uttar Pradesh,170,Mirzapur,4405,2496970,567
744,9,Uttar Pradesh,171,Moradabad,2233,3126507,1400
745,9,Uttar Pradesh,172,Muzaffarnagar,2742,2869934,1047
746,9,Uttar Pradesh,173,Pilibhit,3686,2031007,551
747,9,Uttar Pradesh,174,Pratapgarh,4117,867848,
747,9,Uttar Pradesh,174,Pratapgarh,3717,3209141,863
748,9,Uttar Pradesh,120,Prayagraj,5482,5954391,1086
749,9,Uttar Pradesh,175,Rae Bareli,3937,2903507,737
750,9,Uttar Pradesh,176,Rampur,2367,2335819,987
751,9,Uttar Pradesh,177,Saharanpur,3689,3466382,940
752,9,Uttar Pradesh,659,Sambhal,1015,1578213,1555
753,9,Uttar Pradesh,178,Sant Kabir Nagar,2390,2199774,920
754,9,Uttar Pradesh,180,Shahjahanpur,4388,3006538,685
755,9,Uttar Pradesh,660,Shamli,1266,1273578,1006
756,9,Uttar Pradesh,181,Shrawasti,,,
757,9,Uttar Pradesh,182,Siddharthnagar,2895,2559297,884
758,9,Uttar Pradesh,183,Sitapur,5743,4483992,781
759,9,Uttar Pradesh,184,Sonbhadra,6905,1862559,270
760,9,Uttar Pradesh,185,Sultanpur,2457,2249036,915
761,9,Uttar Pradesh,186,Unnao,4558,3108367,682
762,9,Uttar Pradesh,187,Varanasi,1535,3676841,2395
763,19,West Bengal,664,Alipurduar,3383,1491250,441
764,19,West Bengal,305,Bankura,6882,3596674,523
765,19,West Bengal,307,Birbhum,4545,3502404,771
766,19,West Bengal,308,Cooch Behar,3387,2819086,833
767,19,West Bengal,310,Dakshin Dinajpur,2219,1676276,755
768,19,West Bengal,309,Darjeeling,3149,1595181,732
769,19,West Bengal,312,Hooghly,3149,5519145,1753
770,19,West Bengal,313,Howrah,1467,4850029,3306
771,19,West Bengal,314,Jalpaiguri,6227,2381596,837
772,19,West Bengal,703,Jhargram,3037.64,1136548,374
773,19,West Bengal,702,Kalimpong,1044,251642,241
774,19,West Bengal,315,Kolkata,206.08,4496694,24306
775,19,West Bengal,316,Malda,3733,3988845,1069
776,19,West Bengal,319,Murshidabad,5324,7103807,1334
777,19,West Bengal,320,Nadia,3927,5167601,1316
778,19,West Bengal,303,North 24 Parganas,4094,10009781,2445
779,19,West Bengal,704,Paschim Bardhaman,1603.17,2882031,1798
780,19,West Bengal,318,Paschim Medinipur,6308,4776909,757
781,19,West Bengal,306,Purba Bardhaman,5432.69,4835532,890
782,19,West Bengal,317,Purba Medinipur,4785,5095875,1076
783,19,West Bengal,321,Purulia,6259,2930115,468
784,19,West Bengal,304,South 24 Parganas,9960,8161961,819
785,19,West Bengal,311,Uttar Dinajpur,3140,3007134,958
